,start,end,phoneme,f1
0,0.72,0.765,s,930.20200672874
1,0.78,0.8250000000000001,w,465.6346604586037
2,0.81,0.8550000000000001,a,569.8291360320354
3,0.87,0.915,l̪,451.63465082928803
4,0.9,0.945,l,426.7898018615005
5,0.93,0.975,iː,353.16392912075963
6,0.99,1.035,p,576.3388780832352
7,1.05,1.095,a,619.3344999387007
8,1.17,1.215,l,616.3558625716311
9,1.2,1.245,a,801.5681248773335
10,1.38,1.4249999999999998,b̤,318.76801097933287
11,1.44,1.485,h,545.4601534083679
12,1.56,1.605,s,387.7467188067179
13,1.62,1.665,i,398.13279313098684
14,1.74,1.785,k,1089.0781040102534
15,1.86,1.905,ɾ,475.8442096231025
16,1.92,1.965,u,382.92289791091787
17,2.13,2.175,a,666.2078201824568
18,2.22,2.265,v,513.6623249069792
19,2.25,2.295,a,548.2654054445436
20,2.34,2.385,n,405.6905109499832
21,2.4,2.445,u,406.54438567553495
22,2.49,2.535,b,314.91045248940105
23,2.52,2.565,iː,390.99375100997673
24,2.61,2.655,l,361.06768368702194
25,2.67,2.715,u,404.83010583582353
26,2.79,2.835,t̪,343.32955212992914
27,2.85,2.895,iː,384.58240442653545
28,2.97,3.015,l,509.6215596700716
29,3.03,3.075,a,778.7344198347733
