,start,end,phoneme,f1
0,1.23,1.275,a,1047.5364847420599
1,1.29,1.335,ŋ,370.6292169160909
2,1.47,1.515,k,1400.0267349901678
3,1.53,1.575,i,335.192153375103
4,1.65,1.6949999999999998,k,910.8525537300922
5,1.71,1.755,a,602.5888994206744
6,1.8,1.845,l,327.85847949617573
7,1.86,1.905,i,406.1434403448501
8,2.19,2.235,j,358.54585198138165
9,2.28,2.325,a,946.03269668739
10,2.46,2.505,v,264.7206280686416
11,2.52,2.565,e,486.6623934231824
12,2.61,2.655,j,443.0271724075166
13,2.7,2.745,a,995.4533081920306
14,2.82,2.865,b,233.8668878588131
15,2.88,2.925,a,606.2566798778455
16,3.0,3.045,t̪,741.1793578498127
17,3.06,3.105,e,399.32122841935177
18,3.24,3.285,ʂ,1709.1449976088122
19,3.33,3.375,e,533.1696477457559
20,3.42,3.465,p,702.6232136689015
21,3.48,3.525,e,522.8572969419889
22,3.54,3.585,l,452.4747413773966
23,3.6,3.645,a,621.2151450756484
24,3.72,3.765,l,307.6215653587915
25,3.78,3.825,i,369.873760717221
26,4.11,4.155,a,872.2958043880502
27,4.29,4.335,f,1290.401936052521
28,4.35,4.395,e,443.2295619025203
29,4.44,4.485,j,421.83374510858187
30,4.5,4.545,a,874.5613339739947
31,4.65,4.695,l̪,257.20717748054005
32,4.71,4.755,e,483.2742049243166
33,4.8,4.845,ɾ,486.5149546826722
34,4.86,4.905,u,378.00140619960194
35,5.01,5.055,p,576.5537482663259
36,5.07,5.115,a,673.3557429388964
37,5.13,5.175,s̪,288.913524818527
38,5.19,5.235,e,498.7490802590677
39,5.25,5.295,l̪,440.1721500702907
40,5.31,5.355,e,707.368172804664
41,5.37,5.415,n,264.97010191954575
42,5.46,5.505,iː,252.94061661110027
43,5.76,5.805,t̪,877.1826665291595
44,5.82,5.865,a,945.244843792485
45,5.97,6.015,l,356.8883040392311
46,6.03,6.075,i,362.9439696055907
47,6.12,6.165,b,279.32224423743304
48,6.18,6.225,e,496.6624719230198
49,6.27,6.315,l,400.4232155574754
50,6.33,6.375,e,510.0111150694308
51,6.42,6.465,t̪,408.76337232161467
52,6.45,6.495,e,544.4375142847689
53,6.57,6.615,ɡ,289.6796082350222
54,6.63,6.675,uː,335.3234585375995
