,start,end,phoneme,f1
0,1.53,1.575,iː,435.68413287535265
1,1.65,1.6949999999999998,t̪ʰ,408.516131492371
2,1.92,1.965,h,700.3859798564418
3,2.01,2.055,e,586.0464224736724
4,2.13,2.175,s̪,1516.257859548292
5,2.19,2.235,æ,606.1832070065328
6,2.28,2.325,ɾ,444.1447651382686
7,2.34,2.385,i,490.1279199075845
8,2.46,2.505,n,559.478333851414
9,2.52,2.565,æ,697.1540779133704
10,2.64,2.685,ɖ̤,1018.306818221946
11,2.7,2.745,a,638.709705415365
12,2.79,2.835,l,420.5104478295313
13,2.85,2.895,a,690.7658415186379
14,2.91,2.955,ɳ,510.48510098641884
15,2.97,3.015,a,625.9541609912186
16,3.06,3.105,ɖ̤,1761.553564393569
17,3.12,3.165,i,420.35420305917256
18,3.27,3.315,t̪,832.5159090601666
19,3.33,3.375,ɾ,535.3842487588056
20,3.39,3.435,a,652.4133219238777
21,3.54,3.585,k,990.8714105445727
22,3.63,3.675,a,810.6257663386676
23,3.84,3.885,ɡ,356.8245149720229
24,3.9,3.945,i,402.8688374701086
25,4.29,4.335,a,792.4933830717285
26,4.38,4.425,ɳ,465.66961064183346
27,4.41,4.455,n,505.29955577632734
28,4.59,4.635,t̪,574.0766411896786
29,4.65,4.695,a,752.1263461047009
30,4.83,4.875,l,458.12635501370784
31,4.89,4.935,o,497.92625679745595
32,5.07,5.115,ɾ,461.85743233246075
33,5.1,5.145,a,512.0581581317264
34,5.19,5.235,j,611.9297758763648
35,5.25,5.295,a,696.7475750567737
36,5.31,5.355,ɳ,363.6664560866994
37,5.52,5.565,t̪,549.1490191108766
38,5.61,5.655,a,785.3593567573752
