,start,end,phoneme,f1
0,0.75,0.795,kʰ,781.4970569804744
1,0.81,0.8550000000000001,o,607.0004727331858
2,0.9,0.945,s,949.9044154476852
3,0.96,1.005,æ,678.191010227264
4,1.05,1.095,kʰ,503.79268166004516
5,1.08,1.125,o,555.2227484823259
6,1.2,1.245,ʂ,811.9916254897716
7,1.26,1.305,a,784.3164397198972
8,1.47,1.515,b,458.0907681912692
9,1.53,1.575,iː,481.1646809441059
10,1.59,1.635,s,2243.084516355799
11,1.68,1.725,k,1000.4870511015052
12,1.74,1.785,a,748.8361297412903
13,1.83,1.875,ɾ,609.5740022848119
14,1.86,1.905,a,603.0080729216037
15,1.92,1.965,p,449.7754439126689
16,1.95,1.995,e,509.7656813195122
17,2.01,2.055,l,460.71188230456704
18,2.04,2.085,o,484.518632052183
19,2.13,2.175,ɡ,404.9308104962618
20,2.16,2.205,uː,418.3434578841392
21,2.22,2.265,n,292.22064506299904
22,2.28,2.325,t̪,882.7992314638686
23,2.31,2.355,iː,441.2377635670729
24,2.4,2.445,k,623.2507823367963
25,2.43,2.475,o,476.869733833657
26,2.52,2.565,l,384.6549598934713
27,2.58,2.625,uː,412.9141439631179
28,2.7,2.745,t̪,584.4086319976376
29,2.76,2.805,iː,403.7414130975671
30,2.82,2.865,w,422.06148888298196
31,2.88,2.925,e,500.21092587080926
