,start,end,phoneme,f1
0,1.17,1.215,æ,513.2802454018786
1,1.29,1.335,ɾ,1062.9255276072458
2,1.35,1.395,iː,490.7925051805714
3,1.47,1.515,s,1263.6336129576982
4,1.53,1.575,a,675.2171756725008
5,1.59,1.635,l̪,568.576633500674
6,1.62,1.665,ɾ,396.7506962305574
7,1.74,1.785,æ,759.5502252630095
8,1.86,1.905,ɾ,301.691359712656
9,2.01,2.055,æ,641.5227836002406
10,2.1,2.145,ɾ,687.290754544356
11,2.16,2.205,a,781.4337276369272
12,2.46,2.505,ʃ,2119.9436847882203
13,2.55,2.595,e,500.6365254394154
14,2.58,2.625,j,422.1739619598159
15,2.7,2.745,ɖ̤,1271.022994952634
16,2.79,2.835,æ,477.02376453605604
17,2.85,2.895,ŋ,569.2620827493157
18,2.94,2.985,k,924.940570444782
19,3.0,3.045,o,599.9646549288717
20,3.09,3.135,v,441.94969743340624
21,3.15,3.195,a,1270.2530106819213
22,3.21,3.255,ʃ,1931.5593652707055
23,3.27,3.315,æ,500.6482399796018
24,3.36,3.405,t̪,386.6734947121061
25,3.42,3.465,iː,408.3425621786026
26,3.45,3.495,n,368.06701879589343
27,4.2,4.245,æ,436.17705020747326
28,4.26,4.305,n,256.6347330353043
29,4.35,4.395,ɡ,290.2269496994984
30,4.41,4.455,o,636.1415585428592
31,4.5,4.545,l,363.2426874166353
32,4.65,4.695,iː,365.99951274323683
33,4.71,4.755,n,232.02102698417085
34,4.8,4.845,ɟ,453.3990376260643
35,4.89,4.935,n,349.39315252691756
36,4.95,4.995,iː,473.06038686009606
37,5.04,5.085,ɾ,413.6048248940473
38,5.07,5.115,i,406.02145484157927
39,5.13,5.175,ŋ,298.04985517091455
40,5.34,5.385,æ,652.7169536407213
41,5.43,5.475,n,389.9449418683832
42,5.61,5.655,s,1147.9377030117707
43,5.7,5.745,e,822.3499272511965
44,5.73,5.775,j,608.3670519453857
45,5.79,5.835,n,302.1690607961178
46,5.88,5.925,s,1358.2679146924218
47,5.97,6.015,l,596.0582012673704
48,6.03,6.075,u,399.3066918890382
49,6.09,6.135,n,293.2117921907411
50,6.12,6.165,j,357.6588030067546
51,6.15,6.195,uː,394.5312426607425
52,6.24,6.285,a,596.0932502569905
53,6.3,6.345,ɾ,1929.5412148605942
54,6.36,6.405,s,1897.1381808647373
55,6.42,6.465,iː,372.33212910482945
56,6.51,6.555,t̪,1240.6417211341327
57,6.57,6.615,i,365.5532916196662
58,6.72,6.765,s̪,1174.586396204801
