,start,end,phoneme,f1
0,0.54,0.5850000000000001,a,1122.9402476148218
1,0.66,0.7050000000000001,n,530.1897667101321
2,0.69,0.735,a,765.1332538624646
3,0.78,0.8250000000000001,n,309.9566423781609
4,0.87,0.915,t̪,834.585043267356
5,0.93,0.975,æ,708.4774954155139
6,1.02,1.065,ɾ,606.6753244069513
7,1.08,1.125,a,735.8327947528261
8,1.32,1.365,i,268.81614863575254
9,1.56,1.605,m,215.46735317357985
10,1.65,1.6949999999999998,u,400.90277205886554
11,1.83,1.875,ɾ,387.2099735991538
12,1.89,1.935,o,399.5461187858055
13,1.98,2.025,ɾ,333.04791979914563
14,2.04,2.085,e,413.7395657192521
15,2.22,2.265,kʰ,839.8727501138395
16,2.28,2.325,e,418.2191618803226
17,2.37,2.415,k,431.9955712401382
18,2.4,2.445,o,537.7520664277032
19,2.49,2.535,l,394.2112220261566
20,2.55,2.595,o,443.29559250319664
21,2.7,2.745,w,459.67548191153503
22,2.79,2.835,n,273.24142290802837
23,2.94,2.985,o,545.1537348062459
24,3.06,3.105,k,869.6107110810693
25,3.12,3.165,o,538.9088821708514
26,3.18,3.225,n,393.477721610124
27,3.27,3.315,t̪,323.19422959727683
28,3.33,3.375,o,441.31740817558006
29,3.45,3.495,ʂ,1235.9510287377677
30,3.51,3.555,e,425.7458195653356
31,3.63,3.675,ɾ,334.0341771199077
32,3.69,3.735,iː,337.7510950650306
33,3.81,3.855,k,746.9124078578441
34,3.87,3.915,a,491.70616949754395
35,3.93,3.975,n,267.3173351302429
36,4.11,4.155,uː,487.0273121562844
37,4.32,4.365,t̪,558.333338520215
38,4.38,4.425,o,471.1872555102268
39,4.44,4.485,ŋ,290.27381976084956
40,4.56,4.605,k,878.9922069947245
41,4.62,4.665,a,769.0712642891973
42,4.77,4.815,k,611.5593251715211
43,4.83,4.875,uː,340.49962469263664
44,4.98,5.025,t̪,896.1742900044143
45,5.04,5.085,a,770.4459056179422
46,5.19,5.235,b,293.7645953953191
47,5.25,5.295,a,576.0746824768432
48,5.31,5.355,n,304.2523664681818
49,5.4,5.445,ɾ,477.3671494001145
50,5.46,5.505,e,488.7693184151364
51,5.52,5.565,v,412.02839212438954
52,5.58,5.625,o,379.81911922522005
