,start,end,phoneme,f1
0,0.72,0.765,p,996.8568782386228
1,0.75,0.795,a,757.0815047206812
2,0.84,0.885,ɳ,466.2823732818708
3,0.93,0.975,d̪,355.0562233698366
4,0.96,1.005,i,489.6044638411573
5,1.02,1.065,a,857.6751405047764
6,1.14,1.1849999999999998,ɡ,612.6399687063466
7,1.2,1.245,o,685.2775724012481
8,1.29,1.335,l̪,435.554634985289
9,1.35,1.395,j,457.61063692749997
10,1.47,1.515,a,768.0310999809368
11,1.71,1.755,ɡ,544.611122286736
12,1.74,1.785,a,562.7420434623846
13,1.83,1.875,ɾ,417.3049785592911
14,1.86,1.905,i,348.88846923844005
15,1.98,2.025,a,632.5192106554305
16,2.07,2.115,l,403.6752909882777
17,2.13,2.175,i,423.5561443540112
18,2.31,2.355,o,849.3866589558656
19,2.4,2.445,ʃ,1070.749856133876
20,2.55,2.595,a,869.8495940056754
21,2.67,2.715,n,326.5982555556919
22,2.7,2.745,i,621.5808382514764
23,2.76,2.805,s,1439.814447162876
24,2.85,2.895,t̪,975.916426740421
25,2.91,2.955,a,876.2949391161817
26,3.03,3.075,n,648.8640036084461
27,3.06,3.105,a,814.0289578367868
28,3.21,3.255,uː,505.8959313496674
29,3.36,3.405,a,764.0075029944979
30,3.42,3.465,i,493.97996234601936
31,3.51,3.555,ɾ,494.45202866618155
32,3.54,3.585,e,592.3030154152681
33,3.63,3.675,ɳ,316.82164999339165
34,3.69,3.735,i,364.1846901444011
35,3.84,3.885,s,1255.5030135574973
36,3.9,3.945,a,922.5839437696767
37,4.02,4.065,ɳ,517.0785660337473
38,4.08,4.125,a,979.1398092354527
39,4.2,4.245,ɡ,605.513854541989
40,4.26,4.305,o,563.6889225651743
41,4.32,4.365,l,418.5617354895181
42,4.35,4.395,i,547.394216702721
43,4.44,4.485,s,1109.2894188764178
44,4.5,4.545,i,442.3149572445216
45,4.59,4.635,t̪,750.7549168089162
46,4.65,4.695,o,464.68301823858525
