,start,end,phoneme,f1
0,0.87,0.915,a,976.3938836943879
1,0.93,0.975,ɳ,421.76207225502156
2,0.99,1.035,ɖ̤,394.40111064470585
3,1.02,1.065,e,425.2592482971407
4,1.11,1.155,ʂ,1084.9863907218062
5,1.17,1.215,æ,931.3214188745721
6,1.26,1.305,ɳ,637.0006659314888
7,1.32,1.365,æ,1005.2679649574636
8,1.41,1.4549999999999998,t̪,797.9696330538542
9,1.47,1.515,æ,560.1069450060213
10,1.5,1.545,n,336.23874559863896
11,1.59,1.635,a,497.45759599418216
12,1.77,1.815,ɾ,579.0933554409065
13,1.83,1.875,a,306.0170559597364
14,1.86,1.905,m,354.4803288574618
15,1.92,1.965,i,448.2938185650452
16,1.95,1.995,k,405.8827073595991
17,2.01,2.055,e,572.5278294755664
18,2.04,2.085,ɾ,600.341657070078
19,2.07,2.115,a,664.9073996670834
20,2.13,2.175,k,390.542344802674
21,2.19,2.235,n,364.40195837226776
22,2.28,2.325,l̪,1118.5963421301767
23,2.31,2.355,a,1110.7382296343756
24,2.37,2.415,ɳ,454.6954061362194
25,2.43,2.475,o,354.88268522583957
26,2.46,2.505,ŋ,357.0532947184747
27,2.49,2.535,ɾ,512.2327494556737
28,2.55,2.595,uː,386.0219635559056
29,2.67,2.715,d̪,835.3406765418464
30,2.73,2.775,j,365.6887149099308
31,2.82,2.865,e,858.9730614625198
32,2.91,2.955,k,1236.721647162103
33,2.97,3.015,a,853.897045997796
34,3.12,3.165,ɳ,316.2680951443097
35,3.18,3.225,a,1124.1364882686241
