,start,end,phoneme,f1
0,3.48,3.525,b,332.1265203389512
1,3.54,3.585,a,708.983274081006
2,3.69,3.735,h,1173.2086478238457
3,3.75,3.795,u,682.4951692446879
4,3.93,3.975,p,762.5377035727685
5,3.99,4.035,a,903.9881916957814
6,4.2,4.245,l,292.0236506691795
7,4.26,4.305,iː,349.6282549956046
8,4.47,4.515,k,911.883514813852
9,4.56,4.605,a,1041.9509574777687
10,4.77,4.815,k,881.3259321843959
11,4.83,4.875,a,485.2270668307323
12,4.92,4.965,t̪,372.004598887625
13,4.98,5.025,e,415.3820787724376
14,5.07,5.115,t̪,426.8492663706138
15,5.13,5.175,a,503.53141831940604
16,5.34,5.385,i,398.56894879636076
17,5.37,5.415,e,378.6257398271153
18,5.52,5.565,l,404.01758557674395
19,5.58,5.625,e,475.7448749840431
20,5.7,5.745,j,390.6640180428529
21,5.79,5.835,a,629.7764738588287
22,6.12,6.165,l,369.81410598400555
23,6.18,6.225,æ,534.8109437862679
24,6.27,6.315,n,260.24354229246575
25,6.39,6.435,k,1215.5197149004248
26,6.48,6.525,a,627.948501336679
27,6.54,6.585,ɾ,461.73658793154107
28,6.6,6.645,e,393.38011710442754
29,6.66,6.705,n,234.8210353510067
30,6.75,6.795,iː,338.1780070144392
31,6.99,7.035,h,1213.410654244033
32,7.05,7.095,æ,1132.8993682206615
33,7.23,7.275,v,954.0403448808026
34,7.29,7.335,i,411.2438946852465
35,7.38,7.425,a,867.5521902229675
36,7.53,7.575,s,1168.3137642537597
37,7.59,7.635,i,318.3466300298402
38,7.68,7.725,k,1041.2827761653643
39,7.71,7.755,o,523.8103618307435
40,7.8,7.845,l,313.91305709421533
41,7.86,7.905,iː,337.1998358682834
42,8.52,8.565,k,1272.8397950745345
43,8.61,8.655,æ,935.9068940422778
44,8.79,8.834999999999999,k,680.0053439577104
45,8.88,8.925,a,535.1599991840009
46,8.94,8.985,t̪,599.1356408545279
47,9.0,9.045,e,449.3339108329366
48,9.09,9.135,d̪,345.0589570435303
49,9.15,9.195,æ,487.48242228355093
50,9.39,9.435,e,418.5118330747253
51,9.51,9.555,l,387.3504041416131
52,9.57,9.615,e,422.95108915763365
53,9.93,9.975,a,1071.1374421866724
54,10.02,10.065,l,369.6857384990377
55,10.11,10.155,a,366.62910480452956
56,10.17,10.215,n,254.26690574466443
57,10.29,10.335,k,979.3824944741989
58,10.35,10.395,a,592.1093084117555
59,10.41,10.455,ɾ,452.98455334809813
60,10.47,10.515,e,615.2727309996479
61,10.53,10.575,n,303.5637210872795
62,10.59,10.635,æ,332.1248135982067
63,10.68,10.725,ɾ,358.45302610692755
64,10.74,10.785,a,579.223375480491
65,10.92,10.965,b̤,967.6000329161063
66,10.98,11.025,ɾ,463.3043488839825
67,11.04,11.085,æ,1064.410362517446
68,11.19,11.235,ɾ,422.79959505924995
69,11.25,11.295,iː,556.5887881022239
70,11.31,11.355,n,232.71570888204207
71,11.4,11.445,b,448.79759857867197
72,11.46,11.505,uː,528.1238757021291
73,11.52,11.565,v,240.46722832462896
74,11.58,11.625,e,338.94429137998355
75,11.73,11.775,n,215.1778354186385
76,11.82,11.865,o,298.7119753348355
77,12.3,12.345,h,1267.8738286680684
78,12.36,12.405,a,1000.326316549745
79,12.48,12.525,l,359.8496643453717
80,12.54,12.585,o,403.83696448854687
81,12.63,12.675,n,437.34892979126323
82,12.69,12.735,e,397.507707995192
83,12.84,12.885,l,350.497409771097
84,12.9,12.945,e,326.66135352890416
85,12.96,13.005,n,230.6503984807817
86,13.05,13.095,e,658.1137285247858
87,13.53,13.575,ʃ,1996.3497893327778
88,13.59,13.635,æ,655.3637171657572
89,13.68,13.725,t̪,549.6463464243889
90,13.89,13.935,m,735.964878003904
91,13.95,13.995,æ,1180.6202456205272
92,14.07,14.115,n,262.95092298912664
93,14.13,14.175,i,799.8836155289546
94,14.22,14.265,t̪,317.6967904286586
95,14.31,14.355,uː,828.5268762779194
96,14.82,14.865,w,269.1325982761156
97,14.88,14.925,æ,481.638568776011
98,14.94,14.985,n,287.1005745751771
99,15.06,15.105,i,355.77211049716385
100,15.18,15.225,s,1344.1265692299135
101,15.3,15.345,k,1391.0054286310822
102,15.36,15.405,a,718.0506186358587
103,15.51,15.555,l,388.11184083015195
104,15.57,15.615,æ,496.06967148414526
105,15.72,15.765,k,1069.3577152228777
106,15.81,15.855,iː,432.6354145118626
107,15.99,16.035,s̪,1255.7532527099052
108,16.08,16.125,e,411.4196366330001
109,16.14,16.185000000000002,j,413.43140665594876
110,16.2,16.245,ɾ,344.34292256260443
111,16.26,16.305000000000003,i,416.6864381771787
112,16.44,16.485000000000003,t̪,740.7949105598038
113,16.5,16.545,iː,323.6339299457225
114,16.56,16.605,n,201.95448752180488
115,16.68,16.725,t̪ʰ,405.9151066675084
116,16.74,16.785,u,387.3342793892246
117,17.13,17.175,ʃ,1374.594462114508
118,17.19,17.235000000000003,e,394.3825533489918
119,17.31,17.355,l,339.6451494743778
120,17.37,17.415000000000003,iː,388.6965370355463
121,17.43,17.475,v,1235.0477946005064
122,17.52,17.565,t̪,1175.9446333437172
123,17.58,17.625,a,1032.515014736566
124,17.76,17.805000000000003,ɾ,503.64913798093295
125,17.82,17.865000000000002,i,470.99744501778804
126,17.88,17.925,ŋ,161.26223469358223
