,start,end,phoneme,f1
0,0.84,0.885,iː,460.2712314010884
1,0.96,1.005,d̪,562.671222605571
2,0.99,1.035,e,637.7561736954516
3,1.08,1.125,ɾ,691.7215449278799
4,1.23,1.275,m,469.4805422521562
5,1.29,1.335,i,533.0183731568279
6,1.41,1.4549999999999998,l,472.16691258578294
7,1.53,1.575,b,611.2751603882341
8,1.59,1.635,a,850.5106876126123
9,1.68,1.725,l̪,683.3850748386658
10,1.77,1.815,ɡ,650.0484551103884
11,1.83,1.875,a,773.4016779732391
12,2.04,2.085,d̪,1033.3488689441238
13,2.1,2.145,e,588.2180651415794
14,2.13,2.175,æ,677.8703038835558
15,2.16,2.205,n,549.8450263321977
16,2.19,2.235,l,477.68171801137225
17,2.25,2.295,a,831.8856337134083
18,2.31,2.355,m,623.2920243971081
19,2.37,2.415,a,720.9127209777587
20,2.46,2.505,ʂ,565.5943171247743
21,2.52,2.565,t̪,458.6880425164995
22,2.58,2.625,a,818.9919822586083
