,start,end,phoneme,f1
0,1.23,1.275,i,321.78871395327934
1,1.38,1.4249999999999998,v,294.53037983296366
2,1.44,1.485,iː,348.72787145437917
3,1.56,1.605,d̪,269.40953280186505
4,1.59,1.635,i,419.2350368510394
5,1.62,1.665,e,553.2109910452842
6,1.74,1.785,m,376.3991269665352
7,1.8,1.845,a,824.9468427050381
8,1.89,1.935,ɳ,327.11615637844346
9,1.95,1.995,a,535.8928552752176
10,2.01,2.055,b,267.71040440517055
11,2.1,2.145,u,403.2557004785722
12,2.16,2.205,l̪,352.56280364042857
13,2.43,2.475,b,706.5752956468385
14,2.49,2.535,e,462.2821493316016
15,2.64,2.685,ʂ,812.5141342111583
16,2.7,2.745,u,354.8679709370672
17,2.79,2.835,t̪,691.7997395168966
18,2.85,2.895,a,858.2961709326826
19,3.03,3.075,b,326.4463708222223
20,3.06,3.105,i,399.8101472328585
21,3.12,3.165,e,562.5677426617891
22,3.18,3.225,ɳ,267.19639557047174
23,3.3,3.345,t̪,578.1410006088211
24,3.39,3.435,a,651.4517059893866
25,3.66,3.705,b̤,1098.7429066760758
26,3.72,3.765,uː,418.36595958004256
27,3.78,3.825,n,377.90926405557383
28,3.84,3.885,a,689.8779011152952
29,3.9,3.945,ɾ,470.17388633626734
30,3.96,4.005,a,883.671639844327
31,4.08,4.125,b,273.83835292252047
32,4.14,4.185,uː,506.5727931296095
33,4.17,4.215,ɾ,671.4294058321713
34,4.26,4.305,t̪,815.8727560118645
35,4.32,4.365,e,425.2197207837048
36,4.41,4.455,s,1292.7847170555456
37,4.47,4.515,a,481.8219906602918
38,4.53,4.575,l̪,325.29407963854453
39,4.65,4.695,p,511.8015394555899
40,4.68,4.725,a,516.2645251901171
41,4.74,4.785,t̪,386.3881871159791
42,4.83,4.875,d̪,804.5286138768016
43,4.86,4.905,iː,385.03132378450846
44,4.95,4.995,t̪,484.2989670886089
45,4.98,5.025,e,381.84991252544677
