,start,end,phoneme,f1
0,1.23,1.275,m,541.8543341225052
1,1.26,1.305,a,671.5765532571892
2,1.38,1.4249999999999998,n,572.9228137177286
3,1.41,1.4549999999999998,o,702.8753084630615
4,1.56,1.605,p,476.33961494113504
5,1.59,1.635,i,511.02309431588276
6,1.83,1.875,n,556.8715206782583
7,1.89,1.935,a,813.8114957349271
8,2.04,2.085,n,514.2288255195596
9,2.07,2.115,a,696.3749606031605
10,2.16,2.205,ɾ,602.9096124604972
11,2.22,2.265,iː,694.4621824630688
12,2.61,2.655,h,1253.393313700353
13,2.67,2.715,a,865.972855512864
14,2.73,2.775,n,478.67981095275024
15,2.82,2.865,d̪,383.51234169000156
16,2.85,2.895,i,454.2817332675915
17,2.91,2.955,æ,615.0949252186994
18,3.06,3.105,e,650.9157522828883
19,3.12,3.165,ɳ,642.5414596273974
20,3.18,3.225,a,758.963830627746
21,3.21,3.255,ŋ,727.7639626826485
22,3.24,3.285,w,757.2177897714582
23,3.3,3.345,o,576.25355194371
24,3.39,3.435,s̪,1279.355644886947
25,3.48,3.525,t̪,636.4743186386421
26,3.54,3.585,u,480.43922631130994
27,3.87,3.915,d̪,675.7352685128061
28,3.9,3.945,i,443.21193682338145
29,3.93,3.975,e,526.6018339282044
30,4.05,4.095,p,451.58324817591125
31,4.11,4.155,i,425.5994756833383
32,4.2,4.245,l,581.1391070723319
33,4.26,4.305,a,800.4675228810598
34,4.44,4.485,h,1021.5434485417214
35,4.5,4.545,a,841.0898009579402
36,4.68,4.725,ɡ,402.319536353617
37,4.77,4.815,o,462.08700903506934
38,5.07,5.115,k,865.7270716807152
39,5.16,5.205,ɾ,461.2972579153675
40,5.19,5.235,i,460.1467069998129
41,5.31,5.355,æ,799.1561153464025
42,5.4,5.445,t̪,643.6903513101357
43,5.52,5.565,m,542.4977316704905
44,5.58,5.625,a,639.0451679086049
45,5.67,5.715,k,952.7817517262092
46,5.76,5.805,a,815.8906379770928
