,start,end,phoneme,f1
0,1.17,1.215,a,759.8058547314455
1,1.38,1.4249999999999998,p,342.82399370233145
2,1.44,1.485,i,413.94295894694244
3,1.56,1.605,b,340.1394027621221
4,1.62,1.665,i,455.5684782217487
5,1.71,1.755,ŋ,338.17915614586263
6,1.74,1.785,ɳ,420.22584195702956
7,1.83,1.875,a,811.456972003861
8,1.92,1.965,l̪,450.4541689214465
9,1.95,1.995,l,458.6659743687678
10,2.01,2.055,k,1352.1161685134155
11,2.07,2.115,a,543.2582023466714
12,2.13,2.175,ɾ,521.2870548081457
13,2.16,2.205,a,502.15721190213105
14,2.25,2.295,n,529.8531128228208
15,2.28,2.325,a,572.4974574303641
16,2.34,2.385,n,384.0046473399414
17,2.43,2.475,t̪,490.1540705395706
18,2.46,2.505,a,580.5028816128895
19,2.52,2.565,ɾ,520.268112316108
20,2.64,2.685,t̪,444.7036173938851
21,2.67,2.715,e,676.2195805306221
22,2.79,2.835,a,804.1078228561943
23,2.91,2.955,l̪,406.30518049951223
24,2.97,3.015,ɾ,382.55438546584577
25,3.03,3.075,uː,350.10886251929605
26,3.12,3.165,t̪,888.5771153114887
27,3.21,3.255,i,379.5936843342733
28,3.33,3.375,e,476.34184975430395
29,3.9,3.945,a,722.0002550030138
30,4.11,4.155,p,946.8025720419084
31,4.17,4.215,i,409.2130833599791
32,4.29,4.335,m,358.1607211590436
33,4.35,4.395,i,421.41241777002364
34,4.56,4.605,a,856.6908571639185
35,4.71,4.755,ɾ,405.31261332452993
36,4.77,4.815,u,367.0410009042829
37,4.8,4.845,o,364.67558419872097
