,start,end,phoneme,f1
0,0.87,0.915,a,754.0205452034726
1,1.02,1.065,d̪,497.2300245845322
2,1.08,1.125,u,404.3633958372305
3,1.59,1.635,m,553.3479662400811
4,1.62,1.665,o,509.6024251257633
5,1.74,1.785,t̪,498.4127920444672
6,1.77,1.815,æ,591.4563404849296
7,1.83,1.875,l,480.986159876112
8,1.89,1.935,a,619.7929316482721
9,1.98,2.025,m,525.4216415529795
10,2.04,2.085,e,585.6639720956472
11,2.25,2.295,i,454.2092230413733
12,2.31,2.355,n,384.1186472869527
13,2.43,2.475,e,617.427064659063
14,2.55,2.595,l,420.2077943232245
15,2.61,2.655,e,519.1454492382662
