,start,end,phoneme,f1
0,2.58,2.625,b,488.82412051656377
1,2.61,2.655,a,563.5995218675579
2,2.7,2.745,s,553.9169827663646
3,2.76,2.805,a,563.7418013985551
4,2.82,2.865,ɳ,429.7007293987549
5,2.85,2.895,n,844.897012836105
6,2.88,2.925,a,1029.220358656243
7,2.94,2.985,ŋ,551.1843170186447
8,3.0,3.045,b̤,434.27694551726694
9,3.03,3.075,e,505.5177237801818
10,3.09,3.135,l,447.44666663099144
11,3.12,3.165,i,399.3246402329332
12,3.18,3.225,ɡ,229.7550498070174
13,3.24,3.285,o,508.87919936423776
14,3.39,3.435,a,969.9740926278861
15,3.48,3.525,t̪,588.9047052959071
16,3.54,3.585,e,496.6521434281282
17,3.66,3.705,p,348.7246938460809
18,3.72,3.765,a,510.96541388461964
19,3.78,3.825,ɡ,362.4936135692131
20,3.84,3.885,e,418.2280386694959
21,4.14,4.185,d̪,1030.921740496786
22,4.23,4.275,o,474.3451503848029
23,4.29,4.335,e,490.7967255750737
24,4.35,4.395,ɾ,413.42427449927516
25,4.38,4.425,i,341.4474731330792
26,4.44,4.485,k,1219.2625752944411
27,4.47,4.515,i,700.6614026956935
28,4.5,4.545,e,556.8573834338313
29,4.59,4.635,s,1131.7795200491412
30,4.68,4.725,a,943.6711967588525
31,4.77,4.815,n,260.2692487842596
32,4.86,4.905,t̪ʰ,1057.3275075753997
33,4.92,4.965,i,425.158160248624
34,4.98,5.025,a,1012.0336225613239
35,5.07,5.115,o,1141.5388185050683
