,start,end,phoneme,f1
0,1.65,1.6949999999999998,h,1313.4631938323687
1,1.68,1.725,a,1068.1009234356318
2,1.77,1.815,ɳ,365.9830247669881
3,1.86,1.905,t̪,579.0793935466128
4,1.89,1.935,e,710.5681883049086
5,2.01,2.055,ɾ,542.6163542832426
6,2.1,2.145,a,902.6064675268339
7,2.22,2.265,f,760.3138727188289
8,2.28,2.325,t̪,941.1303185111819
9,2.34,2.385,ɾ,527.1325426331551
10,2.37,2.415,a,527.9372799029549
11,2.4,2.445,j,518.8562658483445
12,2.52,2.565,a,635.6306420942275
13,2.61,2.655,v,482.30558846715024
14,2.64,2.685,iː,442.27057930951406
15,2.67,2.715,j,503.90791786749065
16,2.73,2.775,a,799.3950456003065
17,2.85,2.895,b,667.0565415086891
18,2.91,2.955,a,770.7694282324908
19,3.0,3.045,ɾ,590.2197076492101
20,3.06,3.105,a,543.8312767832117
21,3.12,3.165,t̪,507.8876249815922
22,3.18,3.225,a,568.1837136990133
23,3.24,3.285,b,413.8367911009668
24,3.27,3.315,iː,398.51001175665095
25,3.36,3.405,t̪ʰ,450.4693746447851
26,3.42,3.465,e,677.8262943679161
27,3.51,3.555,h,840.3521432304261
28,3.54,3.585,a,537.8988846276565
29,3.63,3.675,l,423.9925802677589
30,3.69,3.735,uː,416.73007160181663
31,4.14,4.185,b̤,876.0412586487034
32,4.2,4.245,u,439.82550701327057
33,4.26,4.305,l,405.64582391799377
34,4.29,4.335,uː,397.45717492536465
35,4.35,4.395,l,408.8793116614549
36,4.41,4.455,a,811.7798166983448
37,4.56,4.605,u,564.5506869292947
38,4.68,4.725,d̪,405.22039643316026
39,4.71,4.755,iː,507.3483232964322
40,4.74,4.785,j,518.9429730001281
41,4.77,4.815,o,538.7303554396079
42,4.86,4.905,ɡ,483.21781367367083
43,4.92,4.965,a,477.35749831976835
44,4.98,5.025,ɖ̤,521.9310470700992
45,5.04,5.085,a,757.0615354333752
46,5.19,5.235,m,531.368037381616
47,5.31,5.355,ʂ,1094.8512301798166
48,5.37,5.415,a,541.1541257081927
49,5.43,5.475,t̪,514.8790553209673
50,5.46,5.505,æ,584.6632649560376
51,5.52,5.565,l̪,554.787555145039
52,5.55,5.595,e,621.2844096148527
53,5.61,5.655,ɳ,385.0832944941994
54,5.7,5.745,l,395.4783756219882
55,5.73,5.775,i,460.4132703504544
56,5.79,5.835,iː,509.36813593428127
57,5.82,5.865,n,572.5872637323852
58,5.88,5.925,iː,790.9786488374915
59,6.39,6.435,m,391.8855109846463
60,6.42,6.465,iː,444.4064419290183
61,6.48,6.525,a,664.3273738033329
62,6.63,6.675,t̪,638.598575536229
63,6.66,6.705,j,432.3549590664676
64,6.69,6.735,e,570.1248785833739
65,6.81,6.855,s̪,586.2333386144131
66,6.87,6.915,a,703.8542557879974
67,6.96,7.005,ɾ,518.3468824458777
68,7.02,7.065,a,548.4972375567515
69,7.08,7.125,l,465.078202069189
70,7.11,7.155,iː,512.6682107741643
71,7.17,7.215,n,504.61599536973193
72,7.26,7.305,ɾ,605.031017494778
73,7.32,7.365,a,837.9120924634011
74,7.47,7.515,ɡ,370.6671235742846
75,7.53,7.575,iː,376.8704971666053
76,8.04,8.084999999999999,e,578.9070452916204
77,8.1,8.145,ɾ,503.90714610304275
78,8.16,8.205,t̪,474.4689221640334
79,8.22,8.265,e,713.6229265802749
80,8.28,8.325,n,479.4339162513173
81,8.37,8.415,s̪,1098.910715492498
82,8.46,8.505,e,577.6809052845293
83,8.49,8.535,l,385.19058326863603
84,8.58,8.625,p,363.11698684750957
85,8.64,8.685,o,587.2178493208868
86,8.7,8.745,ɾ,495.40746518112144
87,8.76,8.805,e,411.6849861993098
88,8.85,8.895,t̪,636.9549018755827
89,8.91,8.955,e,589.7150976854106
90,9.0,9.045,v,476.9312552535921
91,9.06,9.105,e,512.8004300440131
92,9.33,9.375,i,462.10047168006906
93,9.42,9.465,n,549.178054407318
94,9.51,9.555,t̪,437.0557141400364
95,9.6,9.645,o,484.20514569909153
96,10.02,10.065,i,469.1898492101548
97,10.14,10.185,ʂ,1381.8033369129041
98,10.2,10.245,i,512.6345805360771
99,10.29,10.335,n,496.0927558708078
100,10.38,10.425,ɖ̤,629.5913746619035
101,10.44,10.485,a,882.5596957935039
102,10.53,10.575,n,504.83572945747613
103,10.62,10.665,t̪,438.89475881285153
104,10.68,10.725,a,767.7968626970879
105,10.92,10.965,w,778.1568202813597
106,10.95,10.995,a,815.9401713430832
107,11.07,11.115,d̪,501.29512164642284
108,11.1,11.145,i,424.0924969341747
109,11.13,11.175,e,437.40903049102917
110,11.19,11.235,s,1763.5457472909477
111,11.25,11.295,u,483.48272081092546
112,11.34,11.385,t̪,919.1544579023891
113,11.4,11.445,a,753.9185952532006
114,11.49,11.535,ɾ,495.98621237821135
115,11.55,11.595,e,542.5969119058085
