,start,end,phoneme,f1
0,0.96,1.005,k,1180.8131070329143
1,1.02,1.065,a,871.369288736977
2,1.08,1.125,ɳ,297.53000432678226
3,1.14,1.1849999999999998,m,326.4968856836657
4,1.2,1.245,e,374.504148872288
5,1.23,1.275,n,335.9121438706371
6,1.26,1.305,t̪,445.5760510578725
7,1.32,1.365,a,476.3977629714329
8,1.38,1.4249999999999998,d̪,446.7192446947626
9,1.44,1.485,a,999.5941345311595
10,1.56,1.605,k,1220.5482681654469
11,1.62,1.665,ʂ,1858.5734035005394
12,1.68,1.725,e,717.7868209581413
13,1.74,1.785,l,484.99858602329175
14,1.8,1.845,e,490.97599213130223
15,1.86,1.905,t̪,393.5578227270395
16,1.92,1.965,e,494.88396935413846
17,1.98,2.025,l,532.3375758711343
18,2.01,2.055,a,635.2451519589479
19,2.07,2.115,n,294.38542264648004
20,2.16,2.205,t̪,927.8319315399588
21,2.52,2.565,kʰ,1104.3681951166134
22,2.58,2.625,a,804.9291009573291
23,2.61,2.655,n,466.79326876985687
24,2.7,2.745,ɳ,470.9161253932319
25,2.73,2.775,æ,718.5262173557292
26,2.79,2.835,ɾ,382.18721811591286
27,2.85,2.895,e,470.40202223112857
28,2.91,2.955,t̪,415.2761369062595
29,2.97,3.015,a,930.6860194137181
30,3.15,3.195,n,309.0525803771826
31,3.24,3.285,k,891.10686397112
32,3.3,3.345,i,340.9895554088033
33,3.39,3.435,ɡ,351.89310312342013
34,3.45,3.495,e,485.0526130225911
35,3.48,3.525,l,402.92007878074827
36,3.54,3.585,o,528.2488333064608
37,3.69,3.735,a,763.6317808650482
38,3.78,3.825,ʂ,1905.9541637981674
39,3.87,3.915,o,538.3894076887082
40,4.02,4.065,k,933.7436692132212
41,4.05,4.095,a,646.8338582752732
42,4.11,4.155,ɳ,334.6690052122477
43,4.14,4.185,n,664.0669354432439
44,4.17,4.215,a,723.878861136881
45,4.26,4.305,k,1039.112019289549
46,4.32,4.365,a,866.9071448479123
47,4.44,4.485,l,457.3421470895483
48,4.47,4.515,a,584.9797299355662
49,4.56,4.605,t̪,373.38673265814384
50,4.62,4.665,a,776.2513533475352
51,4.77,4.815,b,397.53568555049736
52,4.8,4.845,ɾ,478.14106708315467
53,4.86,4.905,a,988.8059821232891
54,5.04,5.085,n,262.7355943775259
55,5.1,5.145,iː,314.1671939535177
56,5.28,5.325,a,963.9327050188591
57,5.34,5.385,n,293.61303355719895
58,5.43,5.475,k,915.5953986542661
59,5.49,5.535,i,413.91741510325625
60,5.55,5.595,v,336.175485861126
61,5.61,5.655,e,473.2296063492449
62,5.67,5.715,l,427.96897862827615
63,5.7,5.745,i,425.62491142794903
64,5.76,5.805,n,368.90406271176715
65,5.82,5.865,ɖ̤,401.4126434678398
66,5.88,5.925,e,536.2756350255543
67,5.94,5.985,l,449.1692903755228
68,6.0,6.045,e,480.6345457862941
69,6.18,6.225,u,416.674413443729
70,6.27,6.315,ɡ,540.4044527028145
71,6.33,6.375,o,464.40035723225964
72,6.39,6.435,m,559.5681102639749
73,6.42,6.465,a,705.5060843343617
74,6.51,6.555,w,519.7256423419233
75,6.57,6.615,a,885.4398390792031
76,6.69,6.735,t̪,345.6992191274221
77,6.75,6.795,o,375.8383301056102
78,6.84,6.885,v,367.2821792709414
79,6.9,6.945,uː,370.8801374267664
