,start,end,phoneme,f1
0,1.23,1.275,ɖ̤,518.4222689592805
1,1.29,1.335,o,470.54815349544793
2,1.41,1.4549999999999998,t̪,579.474229474873
3,1.44,1.485,e,533.0679624422827
4,1.56,1.605,ɟ,448.0620491296416
5,1.62,1.665,iː,575.7840094260606
6,1.74,1.785,a,693.0359198826429
7,1.86,1.905,ɖ̤,502.9883884687701
8,1.92,1.965,u,411.52989263222827
9,2.37,2.415,ɡ,1142.1109364270899
10,2.4,2.445,w,427.19738923437114
11,2.43,2.475,o,508.68943523345433
12,2.52,2.565,l,594.4280060216149
13,2.55,2.595,a,648.7478777857699
14,2.61,2.655,ɡ,594.2130750959205
15,2.67,2.715,iː,525.4498687278924
16,2.7,2.745,ɾ,430.6333491823865
17,2.82,2.865,a,536.1775764948043
18,2.94,2.985,b̤,434.9717918075389
19,3.0,3.045,ɾ,675.1445998060753
20,3.06,3.105,u,440.61393925810387
21,3.15,3.195,ɾ,504.0561198360896
22,3.21,3.255,a,696.641688555769
23,3.27,3.315,o,530.0282536597537
24,3.3,3.345,v,514.3833544143222
25,3.36,3.405,a,565.9745417079263
26,3.39,3.435,n,486.32279605360884
27,3.45,3.495,ɳ,486.84597475256675
28,3.51,3.555,u,513.5419307227029
29,3.57,3.615,ɾ,550.5498765980793
30,3.6,3.645,a,611.2973571240709
31,3.66,3.705,o,574.6049268918875
32,3.75,3.795,ʂ,1649.4922210320854
33,3.81,3.855,e,431.72523237877664
34,3.9,3.945,s̪,878.1134641669961
35,3.96,4.005,iː,383.7924904815558
36,4.08,4.125,t̪,568.6659495309808
37,4.11,4.155,a,561.1783897245971
38,4.2,4.245,t̪,525.0975468313165
39,4.26,4.305,e,516.7897419994296
