,start,end,phoneme,f1
0,0.48,0.525,i,264.47514285359233
1,0.75,0.795,a,899.2751262088248
2,0.84,0.885,n,325.0405221015
3,0.99,1.035,t̪,1080.4830483188018
4,1.05,1.095,e,627.8221494036943
5,1.17,1.215,s,1147.8295570192427
6,1.26,1.305,t̪,861.2501962133017
7,1.32,1.365,a,495.9889564774348
8,1.41,1.4549999999999998,ʂ,1846.0127346320435
9,1.5,1.545,a,608.8552813077079
10,1.59,1.635,k,514.3549189233725
11,1.74,1.785,t̪,1038.0000572579067
12,1.83,1.875,iː,330.20922279920444
13,1.92,1.965,o,382.9081562586536
14,2.13,2.175,j,294.6277342219084
15,2.19,2.235,e,468.42119215870554
16,2.4,2.445,l,315.20139094558533
17,2.46,2.505,a,854.9152598731611
18,2.88,2.925,k,1013.8178916958146
19,2.94,2.985,a,782.1080775054826
20,3.09,3.135,ʂ,1627.5321409412843
21,3.18,3.225,a,694.2481609766021
22,3.3,3.345,k,1057.1954370746291
23,3.39,3.435,a,876.7959906572266
24,3.66,3.705,ɡ,427.77419326815374
25,3.72,3.765,a,648.8994684541684
26,3.81,3.855,l,552.4490233432946
27,3.87,3.915,a,680.2600164612538
28,4.05,4.095,o,433.0093623543824
29,4.11,4.155,ɾ,286.7289210478728
30,4.23,4.275,p,1076.1629538373165
31,4.29,4.335,uː,390.52407547048927
32,4.38,4.425,ʂ,1790.2465293660593
33,4.47,4.515,æ,499.35286387127024
34,4.56,4.605,k,881.8276854930864
35,4.68,4.725,t̪,743.3381963383252
36,4.74,4.785,iː,373.74595186719097
37,4.86,4.905,e,522.5651506310866
38,4.92,4.965,n,425.2057320362724
39,5.1,5.145,o,380.7680452357918
40,5.31,5.355,m,249.65456902487432
41,5.37,5.415,i,320.80430569459713
42,5.52,5.565,l,333.2657365061297
43,5.55,5.595,e,414.1444252715136
44,5.64,5.685,l,361.65453576183296
45,5.7,5.745,uː,410.9328200855079
46,5.85,5.895,t̪,1122.5548432944483
47,5.91,5.955,e,571.0484253760638
48,6.03,6.075,t̪,514.6930794227569
49,6.09,6.135,e,460.43218966800225
