,start,end,phoneme,f1
0,0.9,0.945,p,954.3325389958254
1,0.93,0.975,ɾ,571.2459969493132
2,0.99,1.035,e,637.7952664275086
3,1.05,1.095,ɾ,864.1586823312975
4,1.11,1.155,t̪,700.1243953138371
5,1.17,1.215,a,859.0339248855804
6,1.26,1.305,m,359.26208875706044
7,1.32,1.365,a,747.8726686856625
8,1.44,1.485,w,534.8304498934726
9,1.5,1.545,a,705.6844066804982
10,1.65,1.6949999999999998,ʃ,1848.5444327085218
11,1.71,1.755,iː,380.14144260080786
12,1.77,1.815,k,1005.3536411378807
13,1.83,1.875,æ,567.9309313721724
14,1.92,1.965,s,1217.9718437300128
15,1.98,2.025,uː,375.5404252710158
16,2.01,2.055,m,264.9676089313314
17,2.16,2.205,a,507.15497293858897
18,2.19,2.235,j,451.13052822390335
19,2.25,2.295,l,581.6526126105952
20,2.28,2.325,æ,789.3561157835575
21,2.37,2.415,n,350.35977189199315
22,2.43,2.475,o,495.428545524202
23,2.46,2.505,w,480.8073561284694
24,2.91,2.955,s,1101.6145248878067
25,3.09,3.135,ɾ,434.60608714659253
26,3.15,3.195,d̪,249.7311272765143
27,3.21,3.255,uː,448.0755379656588
28,3.27,3.315,n,241.17689976864648
29,3.33,3.375,m,504.2504057098018
30,3.36,3.405,a,765.3561999612037
31,3.39,3.435,j,675.2338061095107
32,3.45,3.495,n,420.04926009804973
33,3.48,3.525,iː,473.0155592283425
34,3.54,3.585,ɾ,461.934910839015
35,3.66,3.705,h,986.9839253182109
36,3.69,3.735,æ,715.5221542077883
37,3.75,3.795,t̪,455.793129143882
38,3.84,3.885,æ,615.7722681838368
39,3.87,3.915,m,382.0436418624283
40,3.93,3.975,p,353.27509588728174
41,3.99,4.035,æ,467.01327558760977
42,4.08,4.125,t̪,646.7935348618787
43,4.17,4.215,ɾ,507.20778402483614
44,4.32,4.365,l,360.85709329313113
45,4.38,4.425,i,394.0399855944539
46,4.95,4.995,a,1024.596475986452
47,5.07,5.115,m,444.6336595267929
48,5.1,5.145,e,526.7583477599085
49,5.16,5.205,ɾ,560.0739557465141
50,5.22,5.265,i,339.9339623028745
51,5.31,5.355,k,1234.8791119526654
52,5.43,5.475,t̪,367.052191268781
53,5.49,5.535,e,583.8365255262762
54,5.58,5.625,b̤,282.027896723533
55,5.64,5.685,o,466.49976841345017
56,5.76,5.805,ʂ,1780.9392037146904
57,5.82,5.865,iː,702.5835025557111
58,5.85,5.895,ŋ,369.82000831830885
59,5.97,6.015,t̪,437.1371674970442
60,6.03,6.075,æ,562.7756253344609
61,6.09,6.135,n,328.28074381404195
62,6.18,6.225,a,663.787424290191
63,6.24,6.285,l,379.7446330548668
64,6.3,6.345,i,502.4769348897059
65,6.36,6.405,n,356.13340398915904
66,6.42,6.465,iː,574.4738082571595
67,6.48,6.525,l,382.3750013850232
68,6.54,6.585,e,375.858784634143
69,6.72,6.765,t̪,494.67912220025613
70,6.78,6.825,u,414.46686739020794
