,start,end,phoneme,f1
0,1.44,1.485,s,920.4672964817062
1,1.5,1.545,æ,724.5475220416647
2,1.56,1.605,w,594.0352466477449
3,1.62,1.665,l,466.10941020444847
4,1.68,1.725,a,590.2560218559344
5,1.8,1.845,b,356.43225954347156
6,1.83,1.875,iː,466.6003236957268
7,1.86,1.905,j,553.6796568222813
8,1.89,1.935,e,596.6587771286105
9,1.92,1.965,ɾ,565.4796177443907
10,2.04,2.085,k,730.6504249243966
11,2.1,2.145,a,763.9501587558954
12,2.25,2.295,ɡ,509.94750971959894
13,2.34,2.385,i,407.5122888355536
14,2.64,2.685,a,993.2908274923767
15,2.7,2.745,n,630.9838657283441
16,2.79,2.835,e,580.8812512539174
17,2.91,2.955,k,1286.7026939265704
18,2.97,3.015,a,631.0352822063139
19,3.06,3.105,s̪,731.101890180839
20,3.12,3.165,a,762.084080210844
21,3.18,3.225,m,365.88967297047435
22,3.27,3.315,s̪,1203.5946561490491
23,3.33,3.375,t̪ʰ,1031.2554296457233
24,3.39,3.435,e,535.4585724471443
25,3.48,3.525,ɡ,490.3680801483115
26,3.54,3.585,a,604.713949928591
27,3.6,3.645,ɾ,391.0850841196525
28,3.66,3.705,uː,481.52637297799276
29,4.14,4.185,b,604.9581393640594
30,4.17,4.215,a,653.7111156505758
31,4.23,4.275,ɾ,671.9114642309347
32,4.32,4.365,ʂ,1936.5267979210344
33,4.41,4.455,uː,636.7453473049576
34,4.53,4.575,t̪,526.3097494258428
35,4.59,4.635,i,619.787720783131
36,4.74,4.785,o,600.2527581546468
37,4.8,4.845,n,472.276100857034
38,4.86,4.905,m,417.9444732481791
39,4.95,4.995,e,605.280097055336
40,5.04,5.085,ɡ,386.79716368299603
41,5.1,5.145,u,471.1787491763137
42,5.25,5.295,t̪,633.9465124976734
43,5.28,5.325,u,515.565091933462
44,5.37,5.415,b̤,888.6273260982053
45,5.4,5.445,a,571.0395494686716
46,5.49,5.535,l,433.0570868730188
47,5.52,5.565,i,402.3448934883528
48,5.58,5.625,s̪,902.7960402996915
49,5.64,5.685,iː,447.0291229053394
50,5.7,5.745,ɾ,429.7303194110194
51,5.76,5.805,iː,462.66367206059834
52,5.85,5.895,v,555.7951543859783
53,5.91,5.955,a,757.1433744921742
54,6.36,6.405,ʃ,1843.6681629853633
55,6.42,6.465,iː,520.604808450118
56,6.57,6.615,k,1256.2490313890248
57,6.63,6.675,a,589.9354285137714
58,6.72,6.765,b,588.1020696934686
59,6.75,6.795,e,616.6739358885469
60,6.84,6.885,ɳ,491.81491788056826
61,6.93,6.975,u,571.1787753713774
62,7.17,7.215,a,910.5440638094884
63,7.23,7.275,n,547.7169085463594
64,7.26,7.305,ɳ,424.71413453873134
65,7.35,7.395,ɖ̤,599.1631050424284
66,7.41,7.455,e,659.1517619567776
67,7.53,7.575,iː,517.8365979227718
68,7.59,7.635,l,436.5909212983821
69,7.65,7.695,æ,790.1074368764461
70,7.8,7.845,k,671.3648297201345
71,7.86,7.905,e,493.26870719864326
72,7.95,7.995,ɟ,425.18006799552984
73,8.01,8.055,e,505.95152449846404
74,8.22,8.265,k,712.9535236179041
75,8.28,8.325,uː,483.7151881874018
76,8.34,8.385,ɾ,334.8882643909154
77,8.43,8.475,t̪,854.1319827234904
78,8.52,8.565,u,492.09614910557457
79,9.03,9.075,t̪,1100.5271938121466
80,9.09,9.135,a,821.2986383817587
81,9.15,9.195,w,696.7817523713618
82,9.21,9.255,v,536.8256837668118
83,9.3,9.345,ɾ,552.3775780498809
84,9.36,9.405,a,697.7492211546406
85,9.45,9.495,l̪,620.9983588857533
86,9.51,9.555,a,836.9545932851864
87,9.63,9.675,ɳ,596.0948686927662
88,9.69,9.735,iː,590.2222013459874
89,9.78,9.825,ʂ,892.5875379054232
90,9.84,9.885,iː,662.1915526016553
91,9.9,9.945,b,447.0512016826539
92,9.96,10.005,a,675.1720773599372
93,10.05,10.095,k,515.4805957753597
94,10.14,10.185,a,958.0524927979098
95,10.26,10.305,ɡ,508.3319014701855
96,10.29,10.335,a,601.4021888799215
97,10.35,10.395,ɾ,552.6896220085846
98,10.41,10.455,e,669.3888801637082
99,10.5,10.545,p,567.8059908386844
100,10.53,10.575,a,662.9162678227464
101,10.59,10.635,t̪,504.9446601439304
102,10.71,10.755,e,609.048244885764
103,10.77,10.815,ʂ,534.0450710307372
104,10.83,10.875,iː,662.5348741365158
105,10.89,10.935,l,585.9780210275948
106,10.92,10.965,a,736.6077351748344
107,11.04,11.085,m,520.4656809387074
108,11.07,11.115,e,526.8949797825823
109,11.19,11.235,l,385.01874772232685
110,11.25,11.295,iː,524.8223622335636
111,11.7,11.745,t̪,1184.7731810245662
112,11.76,11.805,æ,776.3466909643957
113,11.82,11.865,n,419.69915487227456
114,11.91,11.955,m,697.3596051642736
115,11.94,11.985,a,830.0982612031114
116,12.03,12.075,t̪,574.6250324070226
117,12.09,12.135,e,635.9160712729465
118,12.15,12.195,j,628.7394461881624
119,12.24,12.285,æ,822.5182057366994
120,12.42,12.465,d̪,496.4269035384626
121,12.48,12.525,a,740.0617051714946
122,12.75,12.795,m,511.6233227465546
123,12.78,12.825,uː,516.6744197283764
124,12.84,12.885,t̪,230.4971018435433
125,12.96,13.005,ɾ,488.6453102789539
126,12.99,13.035,e,530.4127086280985
127,13.05,13.095,j,417.31727037468323
128,13.14,13.185,o,486.5647448311684
129,13.29,13.335,t̪,698.504149271401
130,13.35,13.395,i,485.4735776706405
131,13.47,13.515,ɾ,591.1958445084325
132,13.5,13.545,a,697.1179674089396
133,13.59,13.635,m,669.2926855316565
134,13.62,13.665,a,834.7535956533949
135,13.71,13.755,n,610.2756539023567
136,13.77,13.815,iː,453.8887863952753
137,13.86,13.905,s,1552.7604749337756
138,13.92,13.965,u,388.3558520011762
139,14.01,14.055,t̪,579.4910137384989
140,14.07,14.115,a,782.6601254391393
141,14.16,14.205,ɾ,644.4672009346612
142,14.22,14.265,e,555.6014294762397
