,start,end,phoneme,f1
0,0.36,0.4049999999999999,a,717.6089307277653
1,0.42,0.4649999999999999,n,422.8104633730115
2,0.54,0.5850000000000001,t̪,409.67175990515307
3,0.6,0.645,e,628.722356859884
4,0.69,0.735,ɾ,588.1195337916633
5,0.84,0.885,a,748.1313396593345
6,0.96,1.005,ʂ,1685.858514003539
7,1.14,1.1849999999999998,e,522.1212419005874
8,1.32,1.365,t̪,759.3418569716551
9,1.38,1.4249999999999998,i,458.2488822859168
10,1.5,1.545,l,473.35201919279
11,1.56,1.605,o,512.4065830392324
12,1.62,1.665,v,532.6168174827541
13,1.68,1.725,e,592.2534471469907
14,1.8,1.845,b,418.21567053337105
15,1.83,1.875,i,508.7317038208875
16,1.89,1.935,a,775.5306523696839
17,1.98,2.025,ŋ,499.878368190186
18,2.04,2.085,k,593.0777510901586
19,2.13,2.175,a,564.3542941667126
20,2.25,2.295,n,455.50514566191003
21,2.28,2.325,o,463.21502402622303
22,2.37,2.415,i,467.3461305567157
23,2.46,2.505,u,438.80264613799096
24,2.58,2.625,ɾ,484.09173005296617
25,2.64,2.685,o,548.4856180273051
26,2.76,2.805,p,543.6544354120003
27,2.82,2.865,i,490.54779969817156
28,2.88,2.925,n,508.65036640735616
29,2.94,2.985,a,616.3988218886346
30,3.03,3.075,k,758.6166488868591
31,3.09,3.135,e,452.4346967789058
32,3.21,3.255,n,479.31816688698615
33,3.24,3.285,t̪,503.38401049727656
34,3.3,3.345,ɾ,589.2766217964185
35,3.36,3.405,e,580.6970077201565
36,3.42,3.465,p,494.32494620311746
37,3.48,3.525,ɾ,650.880033888009
38,3.51,3.555,a,755.9652065682225
39,3.57,3.615,n,432.7422177699609
40,3.63,3.675,k,588.7865713372331
41,3.66,3.705,o,464.23428719457655
42,3.75,3.795,k,460.6348785429241
43,3.81,3.855,a,622.2842740497745
44,3.84,3.885,ɾ,635.6477581142464
45,3.87,3.915,a,667.8948721110886
46,3.99,4.035,k,678.8405878690115
47,4.02,4.065,e,469.17463424146825
48,4.14,4.185,n,445.0470772293812
49,4.17,4.215,t̪,462.0059410188108
50,4.23,4.275,ɾ,759.8170261600261
51,4.29,4.335,e,565.1037005842703
52,4.35,4.395,p,552.1296507275924
53,4.41,4.455,e,624.5827082180613
54,4.44,4.485,æ,642.7889516076908
55,4.47,4.515,a,616.7209147916691
56,4.53,4.575,n,435.1984345370405
57,4.59,4.635,k,807.9160239534918
58,4.65,4.695,o,483.722971344802
59,4.74,4.785,v,427.38820342108636
60,4.77,4.815,j,429.55814814782127
61,4.83,4.875,e,525.903282548122
62,4.89,4.935,n,446.64751748340404
63,5.01,5.055,d̪,679.2214050132717
64,5.04,5.085,o,441.10238810900836
65,5.16,5.205,ʂ,386.3676799075429
66,5.22,5.265,e,482.51796849201355
67,5.31,5.355,l,526.1019075268389
68,5.37,5.415,a,645.330270302389
69,5.43,5.475,b,478.76175580298707
70,5.49,5.535,o,560.5207088904475
71,5.52,5.565,l̪,548.0439691302369
72,5.55,5.595,u,511.0295597627808
73,5.67,5.715,t̪,591.6007021541838
74,5.73,5.775,uː,405.677041731692
