,start,end,phoneme,f1
0,0.45,0.495,u,575.9028574343249
1,0.51,0.555,f,1170.6906324201623
2,0.54,0.5850000000000001,u,563.843653450149
3,0.57,0.615,i,373.0889795830365
4,0.69,0.735,m,314.7676821507005
5,0.75,0.795,a,664.4440035008212
6,0.87,0.915,n,420.4143449877726
7,0.9,0.945,a,541.6651226865071
8,0.93,0.975,ŋ,419.83820117190095
9,0.99,1.035,k,681.23394392598
10,1.05,1.095,u,357.42033441277175
11,1.11,1.155,l,356.0272365176474
12,1.17,1.215,u,409.37460625956334
13,1.56,1.605,t̪,1180.8563831889926
14,1.62,1.665,a,728.2123978821894
15,1.68,1.725,m,273.49047897347253
16,1.8,1.845,a,739.1812193852893
17,1.95,1.995,s,1263.118616846242
18,2.01,2.055,u,449.16721318732596
19,2.07,2.115,t̪,387.8596593867691
20,2.19,2.235,a,589.9302603191645
21,2.25,2.295,l,366.36810054911683
22,2.31,2.355,e,563.9768261611543
23,2.37,2.415,n,573.5532022758564
24,2.43,2.475,a,597.2245375156418
25,2.55,2.595,d̪,516.5252758738941
26,2.64,2.685,i,335.54924532071954
27,2.7,2.745,iː,373.76808217684055
28,2.73,2.775,b,389.2694018314341
29,2.94,2.985,t̪,675.5105636760401
30,2.97,3.015,æ,636.4784296255536
31,3.03,3.075,ɾ,556.8304989701805
32,3.09,3.135,a,650.0687208438392
33,3.18,3.225,b̤,311.1567492396519
34,3.24,3.285,a,652.4657221853255
35,3.3,3.345,ɾ,438.8781242260419
36,3.33,3.375,iː,365.56878056524374
37,3.39,3.435,s,1862.94270284628
38,3.48,3.525,iː,361.55500225884714
39,3.54,3.585,t̪,773.5635185163361
40,3.6,3.645,e,436.27086146617665
41,3.66,3.705,ɡ,444.35141051680233
42,3.69,3.735,a,534.1233425299208
43,3.75,3.795,l̪,409.05621545330234
44,3.81,3.855,e,355.9155844270448
45,3.87,3.915,k,1673.9398630811083
46,3.93,3.975,iː,469.18500996024517
47,3.96,4.005,h,543.2330790062545
48,4.41,4.455,o,516.6184058237016
49,4.5,4.545,l,600.2591229813661
50,4.53,4.575,a,715.541535956283
51,4.65,4.695,k,794.9491634498412
52,4.71,4.755,a,664.9271368263228
53,4.74,4.785,l̪,569.7997890802318
54,4.8,4.845,k,655.5278618990981
55,4.86,4.905,a,599.553079266608
56,4.95,4.995,b,419.77019806083797
57,4.98,5.025,e,480.61501697710224
58,5.01,5.055,i,429.72663006684843
59,5.1,5.145,k,904.3182748751323
60,5.16,5.205,a,639.7477197595272
61,5.25,5.295,b,400.84137746107575
62,5.28,5.325,u,388.38855075782203
63,5.34,5.385,s,372.31821785648833
64,5.4,5.445,k,884.591536993331
65,5.46,5.505,a,551.1492602569728
66,5.52,5.565,b,409.35898173328104
67,5.58,5.625,æ,598.2570496667489
