,start,end,phoneme,f1
0,0.93,0.975,h,1260.5065554587782
1,0.96,1.005,a,1025.2659002063626
2,1.02,1.065,n,686.1485309873597
3,1.14,1.1849999999999998,t̪,776.5855605410283
4,1.17,1.215,æ,694.6950668291389
5,1.23,1.275,ɾ,643.7246801828103
6,1.32,1.365,d̪,485.949431102963
7,1.38,1.4249999999999998,a,703.032396280528
8,1.53,1.575,l,667.772297342468
9,1.56,1.605,a,832.4274428575671
10,1.65,1.6949999999999998,p,768.4987439674193
11,1.71,1.755,a,600.6965819862052
12,1.74,1.785,ɾ,521.1523541055175
13,1.8,1.845,i,410.5181147892235
14,1.83,1.875,iː,402.28052251891364
15,1.89,1.935,ʂ,1910.020217008043
16,1.95,1.995,iː,421.5688400909541
17,2.04,2.085,s̪,990.0894224568228
18,2.1,2.145,iː,486.4233435543377
19,2.19,2.235,b,606.6207421095078
20,2.25,2.295,a,740.0082679032703
21,2.37,2.415,ɡ,580.2400452820274
22,2.43,2.475,a,759.5430987132765
23,2.91,2.955,b,518.407632512647
24,2.97,3.015,a,718.8736731554084
25,3.03,3.075,l,660.5436189400489
26,3.06,3.105,a,703.5605393247744
27,3.15,3.195,k,623.0298011451439
28,3.18,3.225,i,542.0301249888491
29,3.21,3.255,iː,639.7881789344694
30,3.27,3.315,l̪,525.8002180535972
31,3.33,3.375,æ,772.153575476607
32,3.42,3.465,ɾ,696.8651109134053
33,3.45,3.495,e,686.4994295879017
34,3.51,3.555,n,526.6680724927962
35,3.57,3.615,a,799.8702403992704
36,3.66,3.705,p,774.3502582642357
37,3.72,3.765,a,773.2009702180063
38,3.87,3.915,t̪,768.3913732060718
39,3.93,3.975,ɾ,619.8004831966431
40,3.99,4.035,a,842.8633960409389
41,4.29,4.335,ɡ,552.3969300138657
42,4.38,4.425,o,534.7084324888879
43,4.5,4.545,a,779.5342407316392
44,4.59,4.635,t̪,582.1113721706033
45,4.65,4.695,e,633.1850030525428
46,4.68,4.725,ɾ,648.2120302256351
47,4.71,4.755,a,656.0118911790458
48,4.77,4.815,b,546.8475778298746
49,4.83,4.875,a,653.280688653023
50,4.86,4.905,ɾ,623.7715493820368
51,4.89,4.935,l,676.2698429768534
52,4.92,4.965,a,599.8292609049442
53,5.01,5.055,t̪,863.676092898392
54,5.04,5.085,i,570.6184843890526
55,5.1,5.145,e,558.9245261826874
56,5.25,5.295,n,541.6819077783678
57,5.31,5.355,u,598.3710341265711
58,5.34,5.385,ŋ,613.8797941476499
59,5.52,5.565,t̪,675.1140319032812
60,5.58,5.625,e,463.5476083345766
61,5.67,5.715,ʂ,1707.656492550066
62,5.73,5.775,i,369.86468814236133
63,5.82,5.865,ʂ,1515.8338300697237
64,5.88,5.925,u,587.4309947768832
65,6.06,6.105,t̪,493.66778161197396
66,6.12,6.165,uː,438.6010027475509
