,start,end,phoneme,f1
0,1.08,1.125,b,422.949584522144
1,1.14,1.1849999999999998,a,634.3494350324299
2,1.23,1.275,t̪,597.8271634630568
3,1.29,1.335,a,974.779484161311
4,1.44,1.485,m,480.30745788888134
5,1.5,1.545,i,468.6143129954139
6,2.16,2.205,ɖ̤,1099.9922085633573
7,2.25,2.295,o,640.7808329263672
8,2.34,2.385,l,838.4843748658317
9,2.4,2.445,u,589.5172351038254
10,2.55,2.595,k,732.1365671957119
11,2.61,2.655,i,519.4284400168607
12,2.73,2.775,ɾ,583.1001935669271
13,2.79,2.835,a,770.0560254327686
14,3.3,3.345,kʰ,1007.1332684427153
15,3.39,3.435,a,964.0124785142086
16,3.45,3.495,ɾ,842.5003278179757
17,3.51,3.555,l̪,486.3288228260042
18,3.57,3.615,a,567.8850085528875
19,3.66,3.705,d̪,409.2848327581588
20,3.72,3.765,a,504.3299333611348
21,3.81,3.855,l̪,379.6563115853078
22,3.87,3.915,i,510.6541823611474
23,4.2,4.245,iː,453.87072668700176
24,4.29,4.335,t̪,429.90355705201466
25,4.35,4.395,u,448.89692974960946
26,4.44,4.485,ɟ,539.3165494736911
27,4.5,4.545,a,670.5573106282594
28,4.56,4.605,m,446.9870791354944
29,4.62,4.665,a,797.1957690369676
30,4.68,4.725,ɳ,570.8509178278848
31,4.71,4.755,n,953.9234666570619
32,4.77,4.815,a,1215.6294057014038
33,4.92,4.965,ɾ,677.6616631881708
34,5.04,5.085,h,961.4919838898902
35,5.1,5.145,a,784.3478702641085
36,5.19,5.235,v,648.6174624478921
37,5.25,5.295,a,797.7888636426093
38,5.4,5.445,t̪,634.721253485673
39,5.46,5.505,a,771.6682298855425
40,5.91,5.955,b,573.4205329980991
41,5.94,5.985,a,699.1088751899242
42,6.03,6.075,d̪,494.8447264931121
43,6.06,6.105,iː,630.4741690768826
44,6.12,6.165,l,559.2375823003725
45,6.18,6.225,a,897.4812901792701
46,6.39,6.435,l,576.0677575169859
47,6.42,6.465,i,570.4768546078577
48,6.51,6.555,k,475.30414387600877
49,6.54,6.585,a,603.0455296307373
50,6.63,6.675,l,615.4456209449592
51,6.66,6.705,æ,666.7909292618457
52,6.72,6.765,n,475.1316666071337
53,6.87,6.915,o,670.2751599955766
54,7.11,7.155,kʰ,823.0037050442592
55,7.17,7.215,a,598.7442197412482
56,7.26,7.305,n,514.2077149459172
57,7.32,7.365,t̪,469.8581861066893
58,7.38,7.425,iː,385.4529518687683
59,7.41,7.455,n,354.77244243501667
60,7.47,7.515,t̪,517.3971189898399
61,7.53,7.575,a,669.3969953767693
62,7.59,7.635,l̪,462.222826534663
63,7.65,7.695,e,542.343652649308
