,start,end,phoneme,f1
0,0.84,0.885,d̪,636.6690069516779
1,0.9,0.945,i,341.4201388277625
2,1.08,1.125,ɾ,348.55725541730266
3,1.14,1.1849999999999998,a,537.1059165282933
4,1.26,1.305,p,1171.5747144594814
5,1.32,1.365,e,477.2083033769544
6,1.41,1.4549999999999998,t̪,372.16992056073644
7,1.47,1.515,e,445.1118553600518
8,1.59,1.635,ʂ,1860.748768105904
9,1.68,1.725,a,528.0239586456707
10,1.8,1.845,i,349.62935911726476
11,1.89,1.935,t̪,650.2992291035241
12,1.95,1.995,a,570.3808559434804
13,2.07,2.115,k,859.8884421364337
14,2.13,2.175,a,645.6892710290214
15,2.19,2.235,ɾ,542.4564006827621
16,2.22,2.265,a,612.4768642011302
17,2.31,2.355,w,490.9523441976539
18,2.37,2.415,a,634.7324216554535
19,2.49,2.535,t̪,385.3210842591743
20,2.55,2.595,a,519.2536809072942
21,2.64,2.685,w,461.9727730812982
22,2.7,2.745,a,620.8600318801526
23,2.97,3.015,ɡ,352.1562567883835
24,3.0,3.045,o,429.67233183838204
25,3.09,3.135,l,487.20055496778804
26,3.12,3.165,a,537.8853441505663
27,3.21,3.255,ɡ,419.3646652779829
28,3.24,3.285,w,437.21988146648226
29,3.27,3.315,e,431.78595755011895
30,3.3,3.345,n,355.43250319848534
31,3.39,3.435,ɳ,359.67282817026904
32,3.45,3.495,u,368.71234291455823
33,3.6,3.645,n,299.8359353318734
34,3.69,3.735,l,348.5280089775565
35,3.75,3.795,iː,359.11944442308305
36,3.81,3.855,l,280.29502356937826
37,3.96,4.005,a,598.3445241985484
