,start,end,phoneme,f1
0,0.78,0.8250000000000001,k,649.3332887717578
1,0.81,0.8550000000000001,ɾ,773.9564505759143
2,0.93,0.975,ʂ,1708.73642850445
3,1.02,1.065,i,866.7261771576523
4,1.11,1.155,ʂ,1530.9728823764494
5,1.17,1.215,a,750.5737261273715
6,1.38,1.4249999999999998,t̪,1236.586164704518
7,1.44,1.485,ɾ,735.8120774593317
8,1.5,1.545,a,476.9910001243205
9,1.56,1.605,t̪,486.7202229133336
10,1.68,1.725,p,687.2707285038406
11,1.71,1.755,ɾ,710.2118251252281
12,1.74,1.785,e,501.88925295766865
13,1.83,1.875,k,606.8214885524594
14,1.92,1.965,a,666.855667185735
15,2.04,2.085,ɾ,535.8999462650809
16,2.1,2.145,a,666.4287320902089
17,2.46,2.505,n,262.25537556403395
18,2.61,2.655,ɖ̤,1439.3567338829205
19,2.67,2.715,u,333.15100044468426
20,2.79,2.835,ɾ,449.3611687014876
21,2.85,2.895,a,540.4505679361187
22,2.91,2.955,w,498.4387951888745
23,2.94,2.985,a,547.6298263870825
24,2.97,3.015,n,446.0276731185582
25,3.12,3.165,o,383.0670588569414
26,3.24,3.285,n,568.2650970257829
27,3.3,3.345,a,789.3638206229236
28,3.45,3.495,k,776.4342816132986
29,3.48,3.525,o,449.34152703962764
30,3.54,3.585,v,252.52968097863004
31,3.6,3.645,i,265.4925161922345
32,3.66,3.705,t̪,402.41615210111905
33,3.72,3.765,a,517.730986659354
34,3.78,3.825,v,365.6585463007945
35,3.81,3.855,w,507.72120760566304
36,3.84,3.885,a,641.1852144447681
37,3.99,4.035,ɟ,310.8900643616699
38,4.02,4.065,i,341.7593913072219
39,4.11,4.155,m,304.08907688952775
40,4.14,4.185,i,302.91567570862054
41,4.2,4.245,ŋ,318.4919804754385
42,4.26,4.305,l,358.8369778777327
43,4.38,4.425,ɾ,378.97167660565594
44,4.41,4.455,i,746.6778666161193
45,4.47,4.515,s̪,1425.9130754663925
46,4.53,4.575,i,346.00334808988407
47,4.59,4.635,m,339.27500599476025
48,4.68,4.725,t̪,482.00128188558267
49,4.74,4.785,a,650.6701014032268
50,4.86,4.905,ɾ,474.61933641967556
51,4.92,4.965,e,478.61674184322476
