,start,end,phoneme,f1
0,1.44,1.485,b,265.9739486801558
1,1.5,1.545,e,347.7352757023405
2,1.65,1.6949999999999998,s,1749.6798962113178
3,1.74,1.785,i,285.2767702303738
4,1.8,1.845,ɟ,293.11349750409147
5,1.89,1.935,iː,336.15574988758596
6,2.01,2.055,e,418.843760477508
7,2.16,2.205,l,270.99145357499464
8,2.22,2.265,iː,342.02426754529233
9,3.09,3.135,t̪,1191.5452458220764
10,3.15,3.195,i,293.89010209196056
11,3.33,3.375,ɾ,395.08440262011203
12,3.36,3.405,a,459.55779265273696
13,3.48,3.525,p,974.4981489952019
14,3.54,3.585,ɾ,463.6654660479555
15,3.63,3.675,t̪,338.65005924173937
16,3.69,3.735,e,391.95896597949064
17,3.78,3.825,ʂ,1900.4825762948326
18,3.84,3.885,iː,562.3316137118896
19,3.93,3.975,t̪,757.7828523164659
20,3.96,4.005,a,485.3067820953602
21,4.08,4.125,l̪,232.98192561593504
22,4.14,4.185,i,335.3451035735301
23,4.44,4.485,o,308.16781871967356
24,4.62,4.665,t̪,1131.4020094879124
25,4.68,4.725,a,524.2882968897546
26,4.8,4.845,b,641.0929146015209
27,4.86,4.905,iː,450.2733564222919
28,5.73,5.775,s,1504.1702588293217
29,5.82,5.865,o,631.4878711162856
30,5.88,5.925,n,212.5115229221544
31,6.06,6.105,æ,458.46606154898325
32,6.15,6.195,n,265.2857935522228
33,6.24,6.285,t̪,220.4311386953832
34,6.3,6.345,i,272.0616981027268
35,6.42,6.465,k,872.6742407857558
36,6.48,6.525,ɾ,275.0675324798753
37,6.54,6.585,iː,303.4771939086125
38,6.9,6.945,s̪,1417.4825296758502
39,6.96,7.005,æ,505.2777019812925
40,7.02,7.065,n,323.4383450711625
41,7.14,7.185,t̪,687.9423519108221
42,7.2,7.245,i,309.2582842480816
43,7.26,7.305,ŋ,268.17041673012864
44,7.32,7.365,k,659.2105074009405
45,7.41,7.455,e,424.8004076881881
46,7.56,7.604999999999999,b,405.62675202272027
47,7.62,7.665,i,354.60750172829586
48,7.68,7.725,e,446.964510907087
49,8.1,8.145,iː,620.2406789904204
50,8.22,8.265,l,261.6141782295053
51,8.25,8.295,i,299.5583968969512
52,8.34,8.385,ɾ,380.18209686462615
53,8.4,8.445,a,511.4059387544052
54,8.49,8.535,ɾ,387.98131118337693
55,8.55,8.595,e,417.37684664936853
