,start,end,phoneme,f1
0,1.02,1.065,s,930.3827184618847
1,1.08,1.125,æ,491.2753884407909
2,1.17,1.215,m,936.0756591087146
3,1.26,1.305,w,267.7808471598486
4,1.29,1.335,e,260.8064762868188
5,1.32,1.365,n,189.5441035101726
6,1.38,1.4249999999999998,t̪,216.99380825625263
7,1.44,1.485,ɾ,527.9645805570092
8,1.5,1.545,a,444.5161859457244
9,1.62,1.665,t̪,496.0309654353091
10,1.68,1.725,iː,341.70589664049004
11,1.83,1.875,ɾ,403.98910226742385
12,1.89,1.935,a,519.4818632464153
13,1.98,2.025,p,711.1139626251298
14,2.07,2.115,a,504.77196219720963
15,2.19,2.235,e,434.19304299098764
16,2.37,2.415,ʂ,1712.6140127488532
17,2.46,2.505,æ,448.3323546463595
18,2.52,2.565,ɡ,393.95926883034997
19,2.55,2.595,o,463.6037820945049
20,2.61,2.655,l̪,422.86209026071845
21,2.64,2.685,a,501.6307692446201
22,2.79,2.835,l,271.6378822787396
23,2.85,2.895,i,329.8396657515396
24,3.06,3.105,l,237.5106197297517
25,3.12,3.165,o,349.8258360938231
26,3.36,3.405,m,218.14844768447878
27,3.42,3.465,a,486.5928583409906
28,3.63,3.675,t̪,778.6898865831614
29,3.69,3.735,o,403.2418957696785
30,3.75,3.795,n,240.4347115058203
31,3.9,3.945,d̪,272.6736972659896
32,3.96,4.005,uː,360.5306746393261
33,4.05,4.095,s,1227.4063503118052
34,4.11,4.155,a,565.2123712789096
35,4.23,4.275,m,266.3641118418736
36,4.29,4.335,a,426.30941184339764
37,4.44,4.485,s,1157.2688680302065
38,4.5,4.545,i,403.92647684193213
39,4.53,4.575,æ,460.134081273745
40,4.59,4.635,n,345.296283294455
41,5.16,5.205,ʂ,1351.964398745416
42,5.22,5.265,iː,292.7845634502134
43,5.31,5.355,ʂ,1916.7814631048045
44,5.49,5.535,iː,497.7183757809548
45,5.58,5.625,s̪,1042.7588726929357
46,5.64,5.685,iː,220.07465103589377
47,5.7,5.745,p,1256.2499693195098
48,5.79,5.835,t̪,745.359905842414
49,5.85,5.895,e,447.47375987431235
50,5.94,5.985,t̪,383.69473579227724
51,6.0,6.045,e,457.7249545718229
