,start,end,phoneme,f1
0,1.41,1.4549999999999998,i,723.5858161615488
1,1.5,1.545,w,413.94184523979527
2,1.56,1.605,e,503.08878489774014
3,1.62,1.665,ɾ,457.1083874110376
4,1.71,1.755,o,426.8178882606448
5,2.07,2.115,m,593.6160982009643
6,2.1,2.145,a,626.9890376582789
7,2.16,2.205,l,408.5749651571974
8,2.22,2.265,e,403.0707800208559
9,2.31,2.355,a,563.6696205731597
10,2.4,2.445,n,501.6678914451613
11,2.49,2.535,o,506.6630751301773
12,2.52,2.565,ŋ,235.42534646077777
13,2.64,2.685,ʂ,1477.7264668765736
14,2.73,2.775,iː,367.61082139799686
15,2.85,2.895,ʂ,1373.1207048919766
16,2.91,2.955,uː,234.86067440810032
17,3.06,3.105,t̪,838.9031977539996
18,3.12,3.165,a,723.4591922113168
19,3.24,3.285,ɾ,346.9952248931505
20,3.3,3.345,e,437.9578989319629
