,start,end,phoneme,f1
0,0.99,1.035,e,379.41106045123576
1,1.08,1.125,ɾ,522.885237680409
2,1.2,1.245,l,431.09994578182585
3,1.26,1.305,u,376.89770529845435
4,1.41,1.4549999999999998,a,544.7666003091056
5,1.5,1.545,t̪,761.5756441844469
6,1.56,1.605,a,474.23726302179017
7,1.62,1.665,m,407.4206179118351
8,1.68,1.725,a,531.5543569138632
9,1.83,1.875,e,375.05390590133595
10,2.04,2.085,ɖ̤,1489.8751725444467
11,2.13,2.175,uː,326.8118075724548
12,2.4,2.445,e,361.40183471651943
13,2.55,2.595,t̪,536.768862725137
14,2.61,2.655,a,570.2272307316749
15,2.73,2.775,ɾ,372.3655639715071
16,2.76,2.805,e,381.93774698314866
17,2.85,2.895,ɡ,397.92773329899217
18,2.88,2.925,o,475.01145862426756
19,2.97,3.015,l,341.46333460733916
20,3.03,3.075,o,358.7043884760627
21,3.12,3.165,k,567.5311410594372
22,3.21,3.255,u,359.8059448477176
23,3.3,3.345,ɾ,436.20595953732635
24,3.39,3.435,w,439.3878274240747
25,3.42,3.465,a,512.5248858415601
26,3.51,3.555,s,1333.2089968800524
27,3.6,3.645,a,532.9744844297603
28,3.66,3.705,l,470.435950574943
29,3.69,3.735,a,512.6790603503608
30,3.78,3.825,t̪,410.72133964468014
31,3.81,3.855,e,481.8368289737
32,3.99,4.035,l,329.51394401466666
33,4.02,4.065,i,356.49406196806837
34,4.26,4.305,ɾ,451.26830999589754
35,4.32,4.365,a,566.7513058025492
36,4.41,4.455,v,469.00409461367235
37,4.47,4.515,a,573.4923489424549
38,4.74,4.785,k,1590.5880355804547
39,4.8,4.845,e,376.4945143020486
40,4.92,4.965,ɡ,380.53962006858217
41,4.98,5.025,o,400.0123348282535
42,5.13,5.175,ɡ,276.29703279706143
43,5.19,5.235,i,299.07829523086974
