,start,end,phoneme,f1
0,0.9,0.945,ɾ,474.81179532544553
1,0.96,1.005,a,660.7729446722491
2,1.11,1.155,m,281.5412097381267
3,1.17,1.215,p,372.6714687091908
4,1.26,1.305,n,234.26751585203024
5,1.32,1.365,a,489.2520501290461
6,1.47,1.515,l,248.6176472147341
7,1.53,1.575,e,345.9131943502435
8,1.68,1.725,s,1339.323071033219
9,1.74,1.785,o,515.9891973545356
10,1.86,1.905,l,338.17265374322494
11,1.92,1.965,iː,310.0361985466384
12,2.04,2.085,p,819.8277910389628
13,2.1,2.145,a,626.3581874203467
14,2.22,2.265,b,207.69497130845284
15,2.28,2.325,a,549.9596717274053
16,2.37,2.415,l,377.7752022374051
17,2.46,2.505,a,636.7308805469225
