,start,end,phoneme,f1
0,0.51,0.555,w,284.6103165922214
1,0.54,0.5850000000000001,iː,347.4247656431493
2,0.6,0.645,s,702.7073689942657
3,0.72,0.765,n,294.56037122984446
4,0.78,0.8250000000000001,a,777.9636028586239
5,0.9,0.945,n,327.03375463695915
6,0.96,1.005,i,447.40305992752377
7,1.02,1.065,ɡ,456.1520392043127
8,1.05,1.095,o,479.34495714886253
9,1.08,1.125,e,394.7958679247149
10,1.11,1.155,l,336.57728376296564
11,1.17,1.215,o,451.23103491572846
12,1.29,1.335,p,514.887811291966
13,1.32,1.365,a,624.3879399205588
14,1.38,1.4249999999999998,ɾ,603.085560976176
15,1.5,1.545,m,630.5255548306858
16,1.53,1.575,a,741.36565932129
17,1.68,1.725,n,378.1461834958014
18,1.74,1.785,e,309.5404785270609
19,1.8,1.845,m,602.0543690101604
20,1.86,1.905,a,658.4165135708662
21,1.98,2.025,p,536.4268702233802
22,2.04,2.085,o,404.83885465837005
23,2.1,2.145,k,700.7402922025791
24,2.16,2.205,e,333.0808553940268
25,2.22,2.265,t̪,441.974128643852
26,2.25,2.295,e,526.9829309712628
27,2.34,2.385,b,198.42901167640056
28,2.37,2.415,e,468.1439193157291
29,2.43,2.475,l,401.1307515936865
30,2.49,2.535,a,527.5640994367241
31,2.52,2.565,ɡ,475.96545752861033
32,2.58,2.625,e,551.7850060248172
33,2.64,2.685,l,517.8148827552193
34,2.7,2.745,a,395.86192003295724
35,2.79,2.835,m,443.19216499374306
36,2.82,2.865,iː,510.78562851714895
37,2.94,2.985,l,315.20585526234936
38,3.0,3.045,e,522.4947624814416
39,3.18,3.225,a,698.5015658512008
40,3.27,3.315,p,791.062566683234
41,3.33,3.375,o,526.1211845875761
42,3.39,3.435,ɾ,439.9858584921381
43,3.45,3.495,o,458.43598109511015
44,3.57,3.615,p,467.3976783229308
45,3.6,3.645,a,544.9620196637438
46,3.69,3.735,l̪,551.953888809591
47,3.72,3.765,a,610.2192931629303
48,3.84,3.885,ɡ,278.3365082722994
49,3.87,3.915,iː,401.84263781230453
50,3.99,4.035,ɖ̤,967.697727042509
51,4.05,4.095,o,492.5140945205181
52,4.11,4.155,s,341.11924933984454
53,4.17,4.215,ʂ,1937.1907848857263
54,4.23,4.275,e,398.73753952270863
55,4.29,4.335,s,1859.3825923444354
56,4.38,4.425,iː,344.81097803607094
57,4.41,4.455,k,241.7331844459493
58,4.5,4.545,d̪,333.65742339782213
59,4.56,4.605,a,626.1470945550697
60,4.68,4.725,ɾ,587.9987515094201
61,4.71,4.755,e,485.62670988782924
