,start,end,phoneme,f1
0,0.63,0.675,h,970.0302631849505
1,0.69,0.735,a,528.9824483615013
2,0.75,0.795,ɳ,371.78096498136154
3,0.84,0.885,n,311.95006414996084
4,0.9,0.945,a,553.6446907926912
5,0.96,1.005,ɳ,316.45113659275455
6,1.11,1.155,uː,417.65192429489565
7,1.35,1.395,p,1261.0799742841425
8,1.47,1.515,l̪,388.4813316825128
9,1.62,1.665,i,346.9474485397494
10,1.71,1.755,s,1403.8835481713224
11,1.8,1.845,iː,346.54921782152286
12,1.89,1.935,m,780.0458246625429
13,2.07,2.115,l,331.7767800370023
14,2.13,2.175,i,367.9911511382782
15,2.7,2.745,j,288.4531424808354
16,2.76,2.805,o,328.19352329591027
17,2.88,2.925,v,278.10419279609
18,2.94,2.985,o,428.2645565998394
19,3.0,3.045,ɾ,407.56326237265876
20,3.09,3.135,w,464.15096426517124
21,3.12,3.165,o,498.341990919329
22,3.21,3.255,ɡ,596.9031260718668
23,3.27,3.315,a,589.0096553405203
24,3.36,3.405,j,494.94690558021586
25,3.42,3.465,e,364.30674847930766
26,3.54,3.585,i,1311.7824860884755
27,3.6,3.645,k,1248.0071563984634
28,3.63,3.675,iː,471.98823857059614
29,3.72,3.765,ʂ,1149.0155830583096
30,3.78,3.825,o,327.66839011706537
31,3.87,3.915,t̪,571.8303493022407
32,3.93,3.975,a,539.4562501854926
33,3.99,4.035,ɾ,551.241695422407
34,4.05,4.095,i,451.4541386045368
35,4.11,4.155,n,375.28801058727106
