,start,end,phoneme,f1
0,0.75,0.795,n,180.18015961157812
1,0.81,0.8550000000000001,u,282.78845672026057
2,0.96,1.005,ɾ,701.3890358363177
3,1.02,1.065,o,309.76182657674326
4,1.11,1.155,m,301.8153037990286
5,1.14,1.1849999999999998,iː,340.0193548917021
6,1.29,1.335,t̪,1126.1149611926726
7,1.35,1.395,e,505.3078674152226
8,1.41,1.4549999999999998,ɾ,949.3008161803324
9,1.5,1.545,ɡ,292.1668008009638
10,1.56,1.605,o,507.324117052135
11,1.62,1.665,ɾ,441.2986762459787
12,1.68,1.725,a,404.1370195839159
13,1.8,1.845,l,306.3933054554226
14,1.86,1.905,i,215.65713216553198
