,start,end,phoneme,f1
0,1.8,1.845,i,320.65378600980813
1,1.92,1.965,d̪,283.31877117083064
2,1.98,2.025,u,439.0863071818241
3,2.37,2.415,k,774.3565162276161
4,2.4,2.445,j,396.3676067967316
5,2.43,2.475,a,467.8879239745107
6,2.52,2.565,n,348.0429800851448
7,2.55,2.595,ɳ,318.220865652812
8,2.67,2.715,t̪,467.6693700148957
9,2.73,2.775,a,790.7464822393093
10,3.69,3.735,ɳ,456.90779171228803
11,3.75,3.795,a,543.5982028470454
12,3.78,3.825,j,469.531254844053
13,3.84,3.885,iː,373.8272058119495
14,3.96,4.005,ɖ̤,1197.453435704348
15,4.05,4.095,a,466.57024814856294
16,4.14,4.185,w,446.45846082471274
17,4.2,4.245,a,660.8882073891479
18,4.38,4.425,t̪,590.0250750716283
19,4.44,4.485,a,340.61132667067056
20,4.47,4.515,ɳ,208.80025857371882
21,4.56,4.605,d̪,609.5111217452195
22,4.62,4.665,u,368.12948021253
