,start,end,phoneme,f1
0,0.72,0.765,h,424.7237986721865
1,0.78,0.8250000000000001,iː,425.05781318655346
2,0.93,0.975,d̪,571.1743688612962
3,1.02,1.065,iː,464.27230308680566
4,1.14,1.1849999999999998,t̪ʰ,1517.2056791756463
5,1.23,1.275,iː,463.3347706510604
6,1.29,1.335,n,463.33565111154655
7,1.35,1.395,iː,619.2546075624184
8,1.59,1.635,h,549.8488448419743
9,1.65,1.6949999999999998,iː,348.8817848894602
10,1.83,1.875,d̪,612.8876476770539
11,1.89,1.935,a,541.1693246125247
12,2.01,2.055,t̪,653.1677719293148
13,2.04,2.085,a,577.0872342991025
14,2.1,2.145,ɾ,540.3794787268132
15,2.16,2.205,a,545.9610886339683
16,2.28,2.325,k,632.4580624173366
17,2.37,2.415,a,693.0568151765827
18,2.49,2.535,l,563.3301593098787
19,2.55,2.595,a,539.1059574356935
20,2.61,2.655,d̪,369.5334257921471
21,2.67,2.715,e,449.6716229151585
22,2.79,2.835,l,358.17389862884994
23,2.85,2.895,iː,417.5545491114227
24,3.45,3.495,t̪ʰ,1244.5395873981267
25,3.51,3.555,iː,452.88125270707263
26,3.69,3.735,ɾ,469.41599588370656
27,3.81,3.855,w,519.5015224044381
28,3.87,3.915,a,665.3751127470505
29,4.29,4.335,b,241.5815158693621
30,4.35,4.395,æ,671.7946727197451
31,4.5,4.545,ŋ,520.2536764102716
32,4.59,4.635,k,607.4322065030792
33,4.68,4.725,i,804.2397638701515
34,4.71,4.755,iː,411.51597985806774
35,4.77,4.815,ɾ,375.19237918927104
36,4.86,4.905,o,497.101864762666
37,4.98,5.025,p,482.3985374844846
38,5.04,5.085,i,435.1314662306739
39,5.1,5.145,n,427.57165021191895
40,5.16,5.205,o,639.0740835730228
41,5.88,5.925,b,656.8661267300565
42,5.91,5.955,u,444.60804000808594
43,6.0,6.045,n,450.605910688996
44,6.06,6.105,a,694.5489562675192
45,6.15,6.195,ɾ,483.12893234418107
46,6.21,6.255,a,551.3334519018933
47,6.3,6.345,ɖ̤,772.2753977760512
48,6.36,6.405,e,479.493433968663
49,6.42,6.465,ɳ,479.4377555839342
50,6.48,6.525,e,500.24369619781913
51,6.57,6.615,s,1014.2196400308525
52,6.63,6.675,a,620.8297145964161
53,6.66,6.705,n,777.3038689355695
54,6.72,6.765,m,1043.021122562362
55,6.78,6.825,a,614.5293602362524
56,6.84,6.885,ɳ,406.5572049669959
57,6.9,6.945,t̪ʰ,415.01280181663395
58,6.93,6.975,iː,372.8482078864654
59,6.99,7.035,ʂ,1135.4711336383891
60,7.05,7.095,iː,364.57558498343576
61,7.08,7.125,t̪,413.5256375380822
62,7.14,7.185,a,705.8600464465543
63,7.68,7.725,ɳ,411.817838153012
64,7.74,7.785,e,507.41286582012435
65,7.89,7.935,k,752.2788423301257
66,7.95,7.995,a,638.9696048856931
67,8.07,8.115,ɳ,411.8624208017106
68,8.16,8.205,t̪,336.68993391591147
69,8.22,8.265,a,624.1289711408766
70,8.31,8.355,ɾ,472.2576729794626
71,8.4,8.445,a,711.3655973405731
72,8.49,8.535,ʂ,727.8135563577551
73,8.64,8.685,iː,404.12198386050477
74,8.67,8.715,j,433.19250092019047
75,8.73,8.775,a,659.2388518900976
76,9.0,9.045,h,886.263509071071
77,9.06,9.105,a,710.7587771205139
78,9.12,9.165,ɾ,558.2122152341207
79,9.18,9.225,a,714.8704570865167
80,9.27,9.315,k,923.8482496402984
81,9.36,9.405,a,651.4131224158674
82,9.51,9.555,s,1462.9885133202083
83,9.57,9.615,iː,427.7377346486167
84,9.66,9.705,n,525.1045585096662
85,9.72,9.765,æ,675.9817736960456
86,9.84,9.885,v,441.7894326084726
87,9.87,9.915,e,536.2780977407468
88,9.96,10.005,w,516.1013770752941
89,10.02,10.065,a,689.4023417229293
90,10.17,10.215,ɾ,621.8597963290456
91,10.23,10.275,a,580.4069008143036
92,10.29,10.335,ɡ,386.73879933412974
93,10.35,10.395,e,516.4007190150944
94,10.38,10.425,l̪,434.6418373965895
95,10.41,10.455,l,551.8253411549326
96,10.44,10.485,a,564.9981208310356
97,10.53,10.575,n,356.8463574256751
98,10.59,10.635,o,482.0619354598886
99,10.98,11.025,k,931.0233916390256
100,11.04,11.085,a,544.4949867538892
101,11.1,11.145,i,495.4715764870181
102,11.16,11.205,ɡ,382.3993355940249
103,11.22,11.265,o,477.8693024778813
104,11.28,11.325,ɳ,370.50170240359176
105,11.34,11.385,b,354.71159567308433
106,11.37,11.415,iː,383.8086601863987
107,11.43,11.475,t̪,325.4585388912588
108,11.49,11.535,e,501.28832532449536
