,start,end,phoneme,f1
0,0.87,0.915,a,674.7999538401765
1,1.05,1.095,ɟ,680.9849735566922
2,1.11,1.155,e,376.4615109811265
3,1.23,1.275,m,853.322943652842
4,1.29,1.335,a,553.0178497214371
5,1.41,1.4549999999999998,ɾ,215.98032942232513
6,1.44,1.485,i,295.16146739869663
7,1.53,1.575,t̪,406.74028862983414
8,1.59,1.635,e,348.18511460517095
9,1.65,1.6949999999999998,ɾ,223.1210745607735
10,1.71,1.755,i,331.4135469330435
11,1.77,1.815,n,327.2695944033866
12,1.98,2.025,o,259.19036072257643
13,2.07,2.115,l,276.33566177735037
14,2.13,2.175,i,270.55390656375187
15,2.22,2.265,ʂ,967.1844204139171
16,2.28,2.325,a,483.82452739249175
17,2.37,2.415,p,599.6602900284039
18,2.43,2.475,o,339.04218853012645
19,2.49,2.535,l̪,301.9012461634799
20,2.64,2.685,t̪,484.1988468484806
21,2.7,2.745,a,568.8904063919765
22,2.88,2.925,t̪,452.66590798011123
23,2.94,2.985,a,517.8019546863331
24,3.06,3.105,f,1359.6941668111065
25,3.12,3.165,a,533.7962365784214
26,3.3,3.345,i,293.81391835459016
27,3.45,3.495,t̪,594.8158484305138
28,3.51,3.555,a,567.0198913887332
29,3.6,3.645,m,191.6355819983205
30,3.75,3.795,ʂ,1436.241968181002
31,3.84,3.885,a,513.545765110894
32,4.29,4.335,t̪,261.3044838161729
33,4.35,4.395,o,385.17396703192884
34,4.44,4.485,ɾ,253.1284685912862
35,4.5,4.545,i,340.093485311327
36,4.71,4.755,t̪,621.239478541285
37,4.77,4.815,a,449.1561316343323
38,4.86,4.905,t̪,345.8746712959598
39,4.92,4.965,i,385.24961181639304
40,5.01,5.055,ŋ,188.6419762804237
