,start,end,phoneme,f1
0,0.93,0.975,k,324.07057531582853
1,1.02,1.065,o,485.9409780179944
2,1.14,1.1849999999999998,d̪,903.1362736982577
3,1.2,1.245,o,495.09936754026734
4,1.26,1.305,ɾ,376.9484589638104
5,1.32,1.365,e,478.473732918546
6,1.44,1.485,s̪,1816.8503744688585
7,1.5,1.545,iː,427.04052321776464
8,1.65,1.6949999999999998,a,593.775486347838
9,2.07,2.115,m,291.9270001087115
10,2.13,2.175,i,456.2076727818514
11,2.28,2.325,ɾ,420.57473751437925
12,2.34,2.385,o,468.23205368150093
13,2.43,2.475,ɡ,281.34765021783215
14,2.49,2.535,uː,418.94756541132693
15,2.55,2.595,ɾ,404.4942082341039
16,2.7,2.745,t̪,1016.1615215174205
17,2.76,2.805,u,383.16432539866184
18,3.3,3.345,m,886.9567949490907
19,3.36,3.405,a,756.12226809073
20,3.48,3.525,ɾ,466.7406911984504
21,3.54,3.585,o,492.49611934034357
22,3.6,3.645,k,460.8440884519875
23,3.63,3.675,e,451.77016433211503
24,3.72,3.765,k,837.9282858325914
25,3.78,3.825,e,436.9288594454627
26,4.02,4.065,l,330.8620808817815
27,4.08,4.125,i,353.1526140923407
