,start,end,phoneme,f1
0,0.72,0.765,i,400.5592338227638
1,0.96,1.005,d̪,381.0622899382606
2,0.99,1.035,e,441.43611718625107
3,1.14,1.1849999999999998,w,486.9075028594063
4,1.17,1.215,a,518.0454289173514
5,1.26,1.305,t̪,628.8147412624646
6,1.32,1.365,e,457.9948007419959
7,1.38,1.4249999999999998,ɡ,447.92149750373835
8,1.41,1.4549999999999998,a,541.7191382314979
9,1.47,1.515,l,410.19618107572893
10,1.5,1.545,e,417.81624240141457
11,1.59,1.635,ɟ,322.11875682494525
12,1.65,1.6949999999999998,æ,474.1323626662496
13,2.01,2.055,s,866.6378286931136
14,2.07,2.115,æ,606.9313695265655
15,2.16,2.205,ɾ,502.27754233647516
16,2.25,2.295,v,505.9121017075316
17,2.31,2.355,a,604.7099867222834
18,2.4,2.445,ʂ,1007.1667522425479
19,2.46,2.505,a,559.7468467682356
20,2.55,2.595,k,464.4197879750551
21,2.67,2.715,e,462.18129107865207
22,2.82,2.865,t̪,625.1355544657742
23,2.88,2.925,o,489.1703403418801
24,2.94,2.985,l̪,419.7736970132659
25,3.0,3.045,o,544.7918715022627
26,3.06,3.105,n,302.5841611922606
27,3.18,3.225,o,505.9138121881398
28,3.48,3.525,e,521.320552624475
29,3.57,3.615,ɾ,422.59697922127856
30,3.63,3.675,i,385.73319255663233
31,3.72,3.765,t̪,430.0967796875013
32,3.78,3.825,a,670.0199586704277
33,3.9,3.945,ɾ,492.06391628051693
34,3.96,4.005,e,516.2817589177321
