,start,end,phoneme,f1
0,0.57,0.615,i,289.2468447616761
1,0.66,0.7050000000000001,t̪,753.3047539492601
2,0.69,0.735,e,531.3687826697243
3,0.72,0.765,æ,577.7360981966578
4,0.78,0.8250000000000001,n,296.07517421064193
5,0.84,0.885,o,466.81965136070966
6,0.96,1.005,s,1467.8666219736556
7,1.02,1.065,i,335.17690526179786
8,1.11,1.155,b,359.1139847997946
9,1.17,1.215,a,521.6689117486532
10,1.23,1.275,n,293.26210681222966
11,1.29,1.335,d̪,273.23996583560324
12,1.35,1.395,j,386.11934067124037
13,1.41,1.4549999999999998,a,526.5178600874468
14,1.5,1.545,p,846.598400772021
15,1.56,1.605,e,515.4264336953167
16,1.62,1.665,ɾ,423.6240350350586
17,1.65,1.6949999999999998,j,437.48897358099464
18,1.71,1.755,m,217.50562603287725
19,1.77,1.815,b̤,321.6009718626315
20,1.8,1.845,ɾ,483.6541867429904
21,1.83,1.875,e,581.9036947424178
22,1.92,1.965,m,564.7296634217568
23,1.95,1.995,o,607.6231136134242
24,2.01,2.055,n,523.5986332120063
25,2.04,2.085,a,598.4524373597087
26,2.16,2.205,k,1141.0107552117904
27,2.22,2.265,a,676.3819824510396
28,2.34,2.385,ɡ,286.1496361503435
29,2.4,2.445,e,421.5059476004896
30,2.49,2.535,m,845.4119154189523
31,2.52,2.565,a,651.7869528744493
32,2.64,2.685,t̪,1272.5822151622706
33,2.7,2.745,o,457.3206213447088
34,2.82,2.865,a,755.4753419043607
35,2.97,3.015,ɾ,478.0910632354202
36,3.0,3.045,o,446.06259945818647
37,3.09,3.135,t̪,591.686603216773
38,3.15,3.195,i,407.8229493940681
39,3.21,3.255,ŋ,320.1942155717944
40,3.24,3.285,ɡ,381.3066697550547
41,3.27,3.315,o,478.7419633784313
42,3.3,3.345,e,515.7321428253712
43,3.36,3.405,l̪,401.4776638698386
44,3.39,3.435,e,441.67932267421384
45,3.45,3.495,ɡ,326.35453001940897
46,3.51,3.555,o,588.6231475918032
47,3.6,3.645,m,839.5355226005557
48,3.63,3.675,e,525.8618522228915
49,3.72,3.765,n,270.26046622060164
50,3.75,3.795,b,304.5393169991942
51,3.81,3.855,e,541.7276296908801
52,3.99,4.035,l,572.1954894210834
53,4.05,4.095,a,723.3675757689365
54,4.17,4.215,i,397.11695696194437
55,4.26,4.305,s,1624.306732388945
56,4.32,4.365,o,461.35015974764156
57,4.35,4.395,a,515.6610585545397
58,4.47,4.515,t̪,772.9300417369041
59,4.53,4.575,u,403.62387815564404
60,4.59,4.635,ɾ,1348.9392972294004
61,4.68,4.725,t̪,1099.6396686539179
62,4.74,4.785,u,380.4410362915541
63,4.8,4.845,v,353.8064528252122
64,4.83,4.875,i,366.91146964096424
65,4.92,4.965,s̪,1658.012202804992
66,4.98,5.025,æ,509.2942095084235
67,5.04,5.085,ɾ,288.4924803818277
68,5.1,5.145,d̪,251.54540045580842
69,5.13,5.175,e,412.972322890723
70,5.22,5.265,n,469.72896371295553
71,5.25,5.295,e,528.3554359805817
72,5.34,5.385,v,609.8752005237837
73,5.37,5.415,a,675.3627030773757
74,5.46,5.505,ɡ,352.04783957398973
75,5.52,5.565,iː,385.7815026065133
76,5.58,5.625,m,271.81774512635224
77,5.61,5.655,o,487.6058853421295
78,5.64,5.685,e,496.2865655761229
79,5.67,5.715,l,514.4131644743363
80,5.7,5.745,e,473.24855648678977
81,5.76,5.805,s,1212.3369758376764
82,5.82,5.865,e,564.8892316506475
83,5.85,5.895,l,503.43256947242725
84,5.91,5.955,a,705.0824816133105
85,6.0,6.045,ɡ,328.93323002463836
86,6.06,6.105,w,391.1993072334265
87,6.12,6.165,s,274.1870749142169
88,6.18,6.225,t̪,848.2427701784216
89,6.3,6.345,ɾ,444.4159903534378
90,6.36,6.405,e,386.4056491735265
