,start,end,phoneme,f1
0,1.08,1.125,i,319.61666453153777
1,1.17,1.215,ɾ,758.3021339466106
2,1.2,1.245,iː,365.3555016095894
3,1.35,1.395,b̤,309.3159561344267
4,1.41,1.4549999999999998,e,377.732941407142
5,1.53,1.575,ɾ,381.7577794132981
6,1.59,1.635,e,424.9950958053629
7,1.68,1.725,w,358.4376285721843
8,1.74,1.785,o,428.46620993148275
9,1.89,1.935,t̪,1151.205370940987
10,1.95,1.995,uː,382.37723887002494
11,2.01,2.055,ɡ,370.9712370782413
12,2.07,2.115,o,481.76182954681343
13,2.1,2.145,ɾ,441.85163447568476
14,2.16,2.205,a,463.17916043982535
15,2.22,2.265,n,329.9193635886891
16,2.31,2.355,d̪,324.0713762927617
17,2.34,2.385,i,336.86014470010366
18,2.46,2.505,iː,648.4067150589162
19,2.52,2.565,s,1596.2648446362618
20,2.58,2.625,e,642.6513729560768
21,2.67,2.715,ɾ,537.4698632401002
22,2.73,2.775,i,336.7799292439755
23,2.82,2.865,k,910.0022247694411
24,2.88,2.925,o,408.432033492168
25,2.94,2.985,ŋ,321.79846833483765
26,3.03,3.075,ɾ,357.429617144896
27,3.09,3.135,o,394.9297963698439
28,3.54,3.585,ʂ,1618.2141933996827
29,3.6,3.645,a,620.5635909495683
30,3.75,3.795,k,1011.2373417366505
31,3.81,3.855,a,527.0023040966372
32,3.84,3.885,ŋ,452.8937167866437
33,3.9,3.945,n,374.35839468423546
34,3.93,3.975,i,357.65923700394313
35,3.99,4.035,ɾ,356.0177844737709
36,4.05,4.095,o,458.32548954486776
37,4.17,4.215,t̪,737.4202603599672
38,4.2,4.245,æ,454.95182331343295
39,4.29,4.335,k,969.0577854545509
40,4.35,4.395,a,668.90102665406
41,4.44,4.485,ʂ,1265.1004338184155
42,4.5,4.545,i,341.32031289914585
43,4.56,4.605,m,306.42150453196103
44,4.62,4.665,iː,412.1617072474159
45,4.68,4.725,n,340.21169453396305
46,4.95,4.995,a,737.3803928220292
47,5.04,5.085,ɡ,325.03880734693223
48,5.1,5.145,o,327.8337835692152
49,5.13,5.175,t̪,210.66864919136714
50,5.31,5.355,ɾ,391.1485906638901
51,5.37,5.415,e,253.90298994819528
