,start,end,phoneme,f1
0,1.32,1.365,b,234.40115573530122
1,1.35,1.395,a,534.3678018663375
2,1.41,1.4549999999999998,l,625.4964890213797
3,1.47,1.515,a,1027.7174251538347
4,1.56,1.605,k,1003.5653345199288
5,1.59,1.635,i,823.2272317478521
6,1.62,1.665,iː,392.1503433613586
7,1.65,1.6949999999999998,ŋ,346.31646909195155
8,1.74,1.785,t̪,651.6966687504054
9,1.77,1.815,a,593.7994116847798
10,1.86,1.905,ʂ,1752.40018945584
11,1.92,1.965,e,368.59078577060717
12,2.04,2.085,ʂ,1847.47056986314
13,2.1,2.145,i,511.5663117157613
14,2.16,2.205,k,471.01952121630126
15,2.25,2.295,æ,379.2805576300943
16,2.76,2.805,ʂ,1710.4668095836707
17,2.82,2.865,e,762.3035754914256
18,2.88,2.925,k,588.5947043350378
19,2.94,2.985,s,1775.8119434156727
20,3.0,3.045,j,335.43754246787995
21,3.09,3.135,a,539.0158599695368
22,3.24,3.285,ɾ,413.72123946334466
23,3.3,3.345,t̪,1075.8887072014006
24,3.33,3.375,e,446.74034463922857
25,3.42,3.465,t̪,353.34206943096825
26,3.45,3.495,e,490.66589107202645
27,3.57,3.615,l,291.8379987763868
28,3.63,3.675,i,284.42590431428704
29,3.87,3.915,p,1198.6656899850382
30,3.9,3.945,a,752.6326628840749
31,3.96,4.005,ɾ,410.7902525297846
32,4.02,4.065,e,582.8506294582091
33,4.11,4.155,n,737.9567553422465
34,4.14,4.185,a,724.5047174672999
35,4.23,4.275,m,917.1521988231808
36,4.29,4.335,a,747.3591102861009
37,4.32,4.365,ɡ,769.0832840111505
38,4.38,4.425,e,536.6418159009919
39,4.44,4.485,l,511.01957554633844
40,4.47,4.515,a,488.9453193640168
41,4.56,4.605,n,327.2855783202945
42,4.62,4.665,u,516.0786161745772
43,4.92,4.965,m,518.3525053505106
44,4.98,5.025,iː,359.4807419395429
45,5.04,5.085,v,305.1128914450478
46,5.07,5.115,o,411.99866802358804
47,5.13,5.175,ɾ,271.85608796764404
48,5.16,5.205,iː,623.9776802227962
49,5.19,5.235,i,1759.5298520255058
50,5.22,5.265,s,1783.8640367817463
51,5.28,5.325,æ,524.0868677801218
52,5.34,5.385,l,1085.3851124828875
53,5.4,5.445,a,647.8339333689983
54,5.49,5.535,ɡ,316.22217561608375
55,5.52,5.565,u,376.4154700427248
56,5.58,5.625,t̪,432.31313456014493
57,5.67,5.715,a,474.1345366422903
58,5.76,5.805,t̪,354.09602616292113
59,5.82,5.865,j,338.9950518413822
60,5.88,5.925,æ,1776.9801695324184
