,start,end,phoneme,f1
0,0.63,0.675,s,905.8978294585904
1,0.72,0.765,o,456.74623554126634
2,0.9,0.945,d̪,554.3332231773596
3,0.93,0.975,i,389.2479489491798
4,0.99,1.035,a,508.10622753005015
5,1.08,1.125,u,367.6417921095859
6,1.26,1.305,ʂ,1979.4587396233221
7,1.38,1.4249999999999998,æ,534.4186698766399
8,1.41,1.4549999999999998,a,548.3148454401432
9,1.5,1.545,n,476.8870200976397
10,1.56,1.605,a,658.1250786605203
11,1.86,1.905,l,424.57913547188116
12,1.92,1.965,e,483.45931047661276
13,2.04,2.085,a,536.0701909936046
14,2.13,2.175,t̪,525.6546810316252
15,2.16,2.205,a,531.743492041896
16,2.25,2.295,m,580.5478358482085
17,2.31,2.355,u,388.69909635625675
18,2.37,2.415,n,355.32152707399115
19,2.46,2.505,ɖ̤,402.9732195019474
20,2.52,2.565,e,480.87298769206615
21,2.61,2.655,a,584.0806807932095
22,2.82,2.865,n,387.3222389285614
23,2.88,2.925,iː,432.5793299638331
24,2.91,2.955,e,478.1345327945358
25,2.97,3.015,ɾ,383.0123859452503
26,3.09,3.135,o,426.1479632507416
27,3.24,3.285,p,559.3608048746612
28,3.33,3.375,a,521.6690114109393
29,3.42,3.465,k,643.7481223090127
30,3.48,3.525,a,569.4139132447324
31,3.57,3.615,n,489.3338794527462
32,3.63,3.675,a,581.804202924288
33,3.72,3.765,ɡ,306.83527688547053
34,3.78,3.825,a,500.71886382135375
35,3.84,3.885,l,398.15373216008686
36,3.9,3.945,i,360.5220195154821
37,3.96,4.005,w,392.43856669360304
38,3.99,4.035,e,446.6120925884523
