,start,end,phoneme,f1
0,0.87,0.915,k,1335.7577389487117
1,0.9,0.945,i,820.0445374128819
2,0.93,0.975,e,503.9843277603833
3,1.02,1.065,l,506.95624442609926
4,1.05,1.095,o,574.0973600032822
5,1.23,1.275,ʂ,1093.8711748588278
6,1.29,1.335,a,508.74117929228447
7,1.35,1.395,n,326.7961018472039
8,1.41,1.4549999999999998,l̪,391.72673228070755
9,1.47,1.515,e,584.1847908025056
10,1.5,1.545,ɾ,461.02606108154026
11,1.59,1.635,b,439.1636533168716
12,1.62,1.665,o,555.8351675578537
13,1.68,1.725,k,373.787991987123
14,1.74,1.785,a,497.4462665243885
15,1.77,1.815,l,481.38291942376054
16,1.83,1.875,e,533.6056827225514
17,1.92,1.965,l,264.3619005875642
18,1.98,2.025,i,389.3302276739711
19,2.46,2.505,k,899.4705806544753
20,2.55,2.595,a,756.8079076225932
21,2.67,2.715,ɡ,489.94352241614973
22,2.7,2.745,æ,576.6131875825791
23,2.73,2.775,n,428.0660850343128
24,2.79,2.835,t̪,350.22354933781577
25,2.82,2.865,e,484.9284323536928
26,2.88,2.925,s̪,341.3370642057842
27,2.94,2.985,e,362.2106756194502
28,3.06,3.105,ʂ,1925.248983427283
29,3.12,3.165,u,344.103244930222
30,3.24,3.285,ɾ,460.86431560757774
31,3.3,3.345,a,541.6355643701771
32,3.42,3.465,n,438.3615865713553
33,3.48,3.525,o,486.1816096030135
34,3.75,3.795,a,776.5741846030343
35,3.84,3.885,k,362.28720538292043
36,3.9,3.945,e,503.0396183196812
37,3.99,4.035,t̪,620.1433250791049
38,4.02,4.065,e,433.76735780313277
39,4.11,4.155,o,543.404307553648
40,4.17,4.215,a,547.3333746453242
41,4.26,4.305,t̪,645.8543790791203
42,4.29,4.335,e,587.4652591275387
43,4.35,4.395,ɾ,508.16411259302123
44,4.44,4.485,a,763.2576424524226
45,4.56,4.605,s,1304.9981259759327
46,4.62,4.665,a,604.3714894312751
47,4.71,4.755,e,548.8848360379254
48,4.77,4.815,ɳ,453.27344624721064
49,4.8,4.845,i,453.9910278965543
50,4.86,4.905,k,750.752280301064
51,4.92,4.965,e,484.0670376762678
52,4.98,5.025,ɡ,418.32367644936204
53,5.01,5.055,e,547.6867717038045
54,5.07,5.115,l,510.5329660000758
55,5.1,5.145,a,556.4810393765005
56,5.19,5.235,p,1132.5433235435419
57,5.22,5.265,ɾ,705.2100166750324
58,5.28,5.325,e,331.5692785562548
59,5.34,5.385,t̪,377.9257731240305
60,5.4,5.445,i,281.2119447849262
61,5.46,5.505,k,1289.148158277532
62,5.52,5.565,l̪,291.225613921425
63,5.58,5.625,j,372.40663275889455
64,5.64,5.685,e,390.4998539161173
65,5.73,5.775,k,320.1047859027202
66,5.79,5.835,e,440.7408163130478
67,6.03,6.075,p,909.7870969155014
68,6.06,6.105,o,634.1959157321664
69,6.15,6.195,l,575.6424077141912
70,6.18,6.225,a,534.1331990649402
71,6.24,6.285,p,532.5515608844802
72,6.27,6.315,o,555.6651783846145
73,6.33,6.375,ɾ,296.8104512326557
74,6.39,6.435,iː,969.076698987431
75,6.42,6.465,s,1105.100377081879
76,6.48,6.525,a,552.0941805036875
77,6.54,6.585,l,518.5942576917716
78,6.57,6.615,a,660.7242203512234
79,6.66,6.705,ɡ,255.4200579591455
80,6.72,6.765,iː,358.2214033667018
81,6.75,6.795,ɾ,342.1773986941313
82,6.87,6.915,t̪,1433.9982415888
83,6.93,6.975,e,462.83389757740116
