,start,end,phoneme,f1
0,0.93,0.975,a,597.3663670559898
1,1.02,1.065,n,220.26262857479236
2,1.2,1.245,a,556.1833677248679
3,1.29,1.335,m,203.16264588809537
4,1.38,1.4249999999999998,a,570.7372304273248
5,1.47,1.515,n,251.22339830272176
6,1.65,1.6949999999999998,e,416.3767218228017
7,1.77,1.815,s̪,823.5142706591226
8,1.83,1.875,e,431.49351543553337
9,1.89,1.935,ɾ,366.40084923527127
10,1.95,1.995,e,356.4884165509654
11,2.04,2.085,n,364.10583260959265
12,2.1,2.145,a,435.44601828475516
13,2.25,2.295,ɖ̤,846.4187827762927
14,2.31,2.355,æ,513.0866788600082
15,2.4,2.445,l,435.1687508953242
16,2.43,2.475,a,538.2890955354229
17,2.55,2.595,n,437.98925487483746
18,2.58,2.625,a,479.5605829109356
19,2.7,2.745,d̪,1739.5605373536403
20,2.76,2.805,iː,274.6610789688124
21,2.91,2.955,t̪,1054.5777060146504
22,3.03,3.075,ɾ,471.5465144828028
23,3.06,3.105,e,475.9594801268826
24,3.12,3.165,t̪,344.5891512088811
25,3.18,3.225,a,546.0225908125154
26,3.36,3.405,b,255.3847609152037
27,3.42,3.465,e,444.0003958322724
28,3.51,3.555,ɡ,309.10822207551934
29,3.54,3.585,e,400.1401869144542
30,3.69,3.735,ɟ,263.93588593263445
31,3.72,3.765,j,327.29470152656376
32,3.75,3.795,e,378.2808445064381
33,3.84,3.885,n,396.5900079160579
34,3.9,3.945,a,430.989551424912
35,3.99,4.035,m,156.78289936605879
36,4.08,4.125,a,654.0598076820767
37,4.29,4.335,iː,338.4875480791705
38,4.41,4.455,t̪,767.5503693742718
39,4.47,4.515,iː,294.77307214186123
40,4.74,4.785,p,388.5488866808138
41,4.8,4.845,u,395.8540070387342
42,4.89,4.935,t̪,796.0531139386547
43,4.95,4.995,o,476.0602191977115
44,5.07,5.115,a,483.8107644481421
45,5.19,5.235,n,260.17146242823554
46,5.25,5.295,o,321.4447583728164
47,5.34,5.385,n,284.2913768047139
48,5.4,5.445,o,438.83367412790966
49,5.58,5.625,l,279.7189349241344
50,5.64,5.685,i,304.29445998658593
