,start,end,phoneme,f1
0,0.66,0.7050000000000001,d̪,221.72592286227209
1,0.69,0.735,i,344.50912206692647
2,0.72,0.765,e,360.09526977982813
3,0.81,0.8550000000000001,ʂ,1942.6353652832117
4,0.87,0.915,iː,390.9797862991346
5,0.93,0.975,t̪,454.52799642728013
6,0.96,1.005,a,580.4673362051368
7,1.17,1.215,t̪,955.8309942119503
8,1.23,1.275,i,324.6835032556334
9,1.29,1.335,k,887.1749493774334
10,1.35,1.395,a,627.5955524961166
11,1.44,1.485,v,263.6566145953103
12,1.47,1.515,iː,344.9424065365191
13,1.53,1.575,ɾ,246.8056355760496
14,1.68,1.725,d̪,1132.1145399799254
15,1.74,1.785,iː,316.58388237523883
16,2.34,2.385,j,445.7154852854149
17,2.37,2.415,a,613.4921496275531
18,2.46,2.505,p,983.403489558081
19,2.52,2.565,a,631.2810056040611
20,2.61,2.655,ɾ,616.4278211376625
21,2.64,2.685,a,598.8580472700374
22,2.7,2.745,w,454.8065442051279
23,2.76,2.805,a,550.336261940638
24,2.82,2.865,ɳ,257.3269897204614
25,2.88,2.925,i,250.48854341563194
26,2.94,2.985,ɖ̤,1439.1595093061585
27,3.0,3.045,e,393.9148248747091
28,3.06,3.105,ɡ,367.53418722728384
29,3.09,3.135,e,432.0300873263047
30,3.15,3.195,l,475.9379004077709
31,3.18,3.225,a,517.1050607583339
32,3.27,3.315,n,213.08538129740387
33,3.33,3.375,o,885.6852404978845
34,3.51,3.555,a,642.9239081223928
35,3.57,3.615,v,381.0634890826273
36,3.63,3.675,e,499.815646557699
37,3.69,3.735,l,477.05899443642636
38,3.72,3.765,a,568.4294353853571
39,3.78,3.825,m,225.4514080333193
40,3.81,3.855,b,241.436916584551
41,3.84,3.885,iː,297.1134859100095
42,3.93,3.975,s,1511.4432923869113
43,3.99,4.035,u,323.3222446440328
44,4.05,4.095,t̪,151.70126630860315
45,4.11,4.155,ɾ,481.6378997327687
46,4.14,4.185,u,211.45417358424763
47,4.23,4.275,e,455.2423483688311
48,4.29,4.335,ɾ,283.1008773842937
49,4.32,4.365,i,346.01305134036045
50,4.35,4.395,iː,284.19600047862883
51,4.38,4.425,n,240.05283158897515
52,4.47,4.515,t̪,441.9555739321315
53,4.53,4.575,a,672.1776785677602
54,5.19,5.235,k,1103.7744269728435
55,5.25,5.295,o,422.92868584420916
56,5.28,5.325,l̪,357.2479069438673
57,5.37,5.415,ɖ̤,1113.0816281772284
58,5.43,5.475,iː,298.7964964309562
59,5.49,5.535,l,283.8520462351181
60,5.55,5.595,e,458.6435245251121
61,5.64,5.685,n,188.10522770136802
62,5.7,5.745,o,460.32011080173953
63,6.21,6.255,p,1071.314764560144
64,6.27,6.315,a,664.3305062437448
65,6.36,6.405,s,1819.603337505909
66,6.48,6.525,i,745.7149449011629
67,6.51,6.555,a,573.026007051367
68,6.66,6.705,t̪,873.8863615317416
69,6.69,6.735,i,446.748450771411
70,6.72,6.765,æ,522.5680252019343
71,7.08,7.125,w,423.43890626044475
72,7.11,7.155,a,570.9150343975911
73,7.14,7.185,n,517.1447530762363
74,7.2,7.245,l,258.1695256486449
75,7.26,7.305,iː,284.6121221820466
76,7.35,7.395,d̪,1404.7524505827314
77,7.38,7.425,i,1108.3782863561971
78,7.41,7.455,o,378.9665536599695
79,7.53,7.575,t̪,411.32750661408096
80,7.56,7.604999999999999,i,376.1136211543498
81,7.59,7.635,e,350.4784190233631
82,7.65,7.695,m,500.89458446680203
83,7.68,7.725,o,854.6816902055128
84,7.74,7.785,ɡ,315.77554318107184
85,7.77,7.814999999999999,o,413.0276949024511
86,7.83,7.875,l,463.1182345916571
87,7.86,7.905,a,561.9395647726946
88,7.92,7.965,n,243.38424479835962
89,8.01,8.055,o,865.4443707159442
90,8.16,8.205,t̪,670.1769476907992
91,8.19,8.235,i,329.78351575638516
92,8.31,8.355,ʂ,2174.152917689581
93,8.37,8.415,e,439.2657722105493
94,8.43,8.475,t̪,380.0195360957581
95,8.49,8.535,e,380.46734047091826
96,8.55,8.595,l,262.85862050177394
97,8.58,8.625,i,334.89503742660446
98,8.67,8.715,ɳ,240.3060117257148
99,8.7,8.745,i,352.9530961903165
100,8.73,8.775,æ,419.5588718917341
101,8.76,8.805,n,291.99664030969683
102,8.79,8.834999999999999,l̪,313.4347707687929
103,8.82,8.865,iː,478.54693804924744
104,8.88,8.925,ʂ,1394.804727111142
105,8.94,8.985,o,417.72232499229096
106,9.0,9.045,w,510.41135913211104
107,9.03,9.075,a,524.9987532460824
108,9.06,9.105,n,338.22172659665176
109,9.15,9.195,t̪,854.8313110906032
110,9.21,9.255,e,420.719738832844
111,9.36,9.405,p,1116.4171825399071
112,9.42,9.465,ɾ,409.58681830927264
113,9.45,9.495,o,380.4279695355739
114,9.57,9.615,s̪,1421.1960297793933
115,9.63,9.675,e,409.9794288816182
116,9.81,9.855,ʂ,1772.9475882804702
117,9.87,9.915,u,290.52444891038607
118,9.99,10.035,d̪,1251.4295588863176
119,10.02,10.065,i,381.3361213380169
120,10.11,10.155,t̪,417.42351882953096
121,10.17,10.215,a,479.43557521597126
122,10.26,10.305,ɳ,206.67087816715804
123,10.32,10.365,o,325.32527079901314
124,10.35,10.395,ŋ,467.32448647656196
