,start,end,phoneme,f1
0,0.69,0.735,uː,673.370090218748
1,0.78,0.8250000000000001,ʂ,1468.6345542113233
2,0.84,0.885,t̪,927.6927578926588
3,0.9,0.945,a,728.478233216958
4,0.99,1.035,m,328.2982020598702
5,1.08,1.125,ʂ,1455.0426164466796
6,1.14,1.1849999999999998,a,430.8897338006845
7,1.2,1.245,t̪,427.68139476455997
8,1.23,1.275,iː,459.3047594202799
9,1.29,1.335,ɾ,316.90331033272093
10,1.35,1.395,l,339.47650129554773
11,1.41,1.4549999999999998,i,402.3150643862222
12,1.68,1.725,m,397.7523487335264
13,1.74,1.785,o,705.5512675455712
14,1.86,1.905,t̪,487.73668056562127
15,1.92,1.965,i,471.6214362439819
16,1.98,2.025,ɳ,247.94316993762268
17,2.07,2.115,t̪,368.2712254752306
18,2.13,2.175,u,414.7843024315509
19,2.19,2.235,t̪,210.8386740742057
20,2.25,2.295,e,378.18679305446284
21,2.31,2.355,n,470.22702579837363
22,2.34,2.385,iː,638.364065636989
23,2.4,2.445,k,477.69000649257214
24,2.46,2.505,a,555.3181140291634
25,2.49,2.535,ɾ,548.2225933827124
26,2.55,2.595,a,593.0577369732216
27,2.61,2.655,k,559.4561135073116
28,2.67,2.715,a,680.5821582069792
29,2.82,2.865,l,537.0473683546587
30,2.88,2.925,a,689.0415710634846
31,3.15,3.195,ʂ,1163.272597978817
32,3.21,3.255,e,297.6346939957621
33,3.27,3.315,k,635.2964139173855
34,3.3,3.345,iː,362.3812289031127
35,3.42,3.465,ʂ,1292.0724971833897
36,3.48,3.525,e,629.5665281190621
37,3.51,3.555,n,895.1489045097068
38,3.54,3.585,m,837.192732467994
39,3.57,3.615,iː,757.8814104487674
40,3.66,3.705,ɾ,565.5101476656431
41,3.69,3.735,i,408.6595746522663
42,3.75,3.795,t̪,227.17909573656885
43,3.81,3.855,e,533.3906132736489
44,3.9,3.945,n,577.8936056785608
45,3.93,3.975,o,636.2426663771181
