,start,end,phoneme,f1
0,1.32,1.365,h,1214.1901807181541
1,1.38,1.4249999999999998,a,520.2767149441196
2,1.41,1.4549999999999998,l̪,312.36412417892905
3,1.47,1.515,l,311.9796311010527
4,1.53,1.575,a,350.6831043495522
5,1.59,1.635,t̪ʰ,259.90888657725725
6,1.65,1.6949999999999998,i,320.0806951133574
7,2.13,2.175,d̪,246.91102738318207
8,2.19,2.235,ɾ,311.6526316750082
9,2.28,2.325,t̪,311.1809737018169
10,2.4,2.445,d̪,235.42278610947196
11,2.55,2.595,ɳ,271.45471330094773
12,2.91,2.955,a,462.0858189837527
13,3.03,3.075,j,307.8181611403871
14,3.09,3.135,e,391.04353784135213
15,3.15,3.195,ɾ,426.04718903572
16,3.39,3.435,t̪,792.9655254992571
17,3.45,3.495,o,322.8440070384041
18,3.48,3.525,k,331.6401186212774
19,3.54,3.585,a,362.48727367506996
20,3.84,3.885,o,506.84295324104687
21,3.9,3.945,t̪,512.4567370014768
22,3.96,4.005,a,322.0430162255258
23,4.02,4.065,kʰ,1092.6022566836598
24,4.08,4.125,a,251.1051410352709
25,4.11,4.155,t̪,268.0656788150012
26,4.17,4.215,æ,362.9791288301518
27,4.26,4.305,ɡ,231.84544953318715
28,4.32,4.365,o,339.3816273616158
29,4.41,4.455,l,268.08187884092325
30,4.44,4.485,e,317.3964581519275
31,4.5,4.545,ɡ,237.14382159159172
32,4.53,4.575,e,346.5826680558134
33,4.59,4.635,l̪,278.05457796026354
34,4.62,4.665,iː,306.8427414847908
35,4.68,4.725,ɡ,208.08981213494965
36,4.74,4.785,iː,351.3584377124777
37,5.19,5.235,kʰ,1286.4146088795771
38,5.25,5.295,o,274.86525397021876
39,5.31,5.355,t̪,580.1767926655427
40,5.37,5.415,e,394.34373621399453
41,5.46,5.505,l,469.1673335617585
42,5.49,5.535,æ,547.1436789212189
43,5.52,5.565,a,469.0234903802615
44,5.61,5.655,ɟ,221.21153777000353
45,5.64,5.685,iː,314.8106043340278
46,5.67,5.715,ɾ,387.8172403309909
47,5.82,5.865,a,424.04464305247063
48,6.21,6.255,l,232.67045908382622
49,6.24,6.285,e,313.66487689176057
50,6.33,6.375,ɡ,219.97836201200954
51,6.42,6.465,l,371.73649595394545
52,6.51,6.555,n,230.10549904065596
53,6.57,6.615,l,247.09020969686097
54,6.63,6.675,i,348.39412870227477
55,7.05,7.095,w,632.3912579172458
56,7.11,7.155,e,319.53473922407846
57,7.35,7.395,i,724.244387350145
58,7.44,7.485,k,1177.609908227832
59,7.5,7.545,o,304.68152172223387
60,7.62,7.665,a,442.69565984890494
61,7.71,7.755,j,197.43614052397328
62,7.77,7.814999999999999,iː,220.0773230606134
63,7.98,8.025,a,204.62353646976277
64,8.01,8.055,m,195.28017940776405
65,8.07,8.115,e,279.63777319151774
66,8.13,8.175,j,253.27987875382607
67,8.19,8.235,iː,297.44858085711905
68,8.22,8.265,e,344.2309673915792
69,8.34,8.385,a,661.6022052153415
70,8.43,8.475,m,343.63672744217683
71,8.46,8.505,e,370.00208463107083
72,8.67,8.715,d̪,710.3210486656061
73,8.7,8.745,i,259.0071101879954
74,8.76,8.805,p,154.43086332215483
75,8.79,8.834999999999999,i,265.3961590545816
76,8.85,8.895,ɾ,376.277357780869
77,8.97,9.015,o,379.11345117311197
78,9.12,9.165,s,1730.1339958452133
79,9.21,9.255,d̪,1237.6883006232633
80,9.3,9.345,æ,413.6348677101963
81,9.36,9.405,l̪,392.8408761528861
82,9.39,9.435,e,348.1991667696599
83,9.45,9.495,n,195.11384691019697
84,9.54,9.585,ɳ,234.03376162878905
85,9.57,9.615,o,343.71260139808106
86,10.02,10.065,ʂ,1870.117592759139
87,10.08,10.125,e,776.8708976196776
88,10.17,10.215,k,855.7985063503339
89,10.26,10.305,ɾ,537.0374330570215
90,10.29,10.335,e,769.5140124177229
91,10.35,10.395,s,1802.1480821183611
92,10.41,10.455,i,808.280992684933
93,10.47,10.515,p,771.0603208998089
94,10.56,10.605,iː,287.26289433578484
95,10.62,10.665,k,897.5233101177448
96,10.68,10.725,o,311.1410961077462
97,10.71,10.755,l̪,286.4039687200405
98,10.74,10.785,l,326.8430921030669
99,10.77,10.815,iː,306.5212333871874
100,10.83,10.875,p,362.88992799161707
101,10.89,10.935,o,269.5175553699786
102,10.98,11.025,uː,232.6428283857693
103,11.04,11.085,t̪ʰ,434.13564826535946
104,11.13,11.175,o,265.42546672085274
