,start,end,phoneme,f1
0,0.6,0.645,h,1017.1420844128376
1,0.66,0.7050000000000001,a,672.2681925540013
2,0.84,0.885,t̪,211.98846618572267
3,0.9,0.945,a,492.7533200278275
4,0.96,1.005,t̪,235.1578958263021
5,1.02,1.065,i,317.72216936854056
6,1.08,1.125,ŋ,282.5713813126352
7,1.17,1.215,t̪,365.3119643816144
8,1.2,1.245,e,436.4689179801841
9,1.29,1.335,l,380.9816179004012
10,1.32,1.365,e,428.5170175804996
11,1.59,1.635,ʂ,1882.5874910719508
12,1.68,1.725,e,421.22008807144493
13,1.77,1.815,ɾ,265.5866902728096
14,1.83,1.875,i,322.37678711973973
15,1.86,1.905,e,344.47790430084314
16,1.95,1.995,ɾ,420.5453298114001
17,1.98,2.025,e,419.0182780266974
18,2.13,2.175,k,1189.0952251259473
19,2.19,2.235,ɾ,305.55664581794224
20,2.22,2.265,i,300.5660331167567
21,2.34,2.385,a,623.2148060857552
22,2.55,2.595,v,221.80273637580052
23,2.61,2.655,i,304.29952197571896
24,2.79,2.835,n,406.3067132961927
25,2.85,2.895,a,609.1566304474023
26,3.0,3.045,n,352.575718366462
27,3.03,3.075,a,424.21069156261944
28,3.12,3.165,w,387.28854024153276
29,3.15,3.195,o,390.0868590735489
30,3.24,3.285,n,286.49487369656464
31,3.3,3.345,o,417.78930852779274
32,3.42,3.465,n,250.5781915764375
33,3.48,3.525,o,363.57066315897697
34,3.63,3.675,ɾ,387.72355036363126
35,3.69,3.735,a,455.0439651110427
36,3.78,3.825,b,276.6656963029055
37,3.81,3.855,i,327.89596829191163
38,4.02,4.065,k,767.7938897082931
39,4.11,4.155,o,347.25611423949124
